loan_id,customer_id,segment
L0002536,C002032,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002537,C002033,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002538,C002034,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002539,C002035,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002540,C002036,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002541,C002037,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002542,C002037,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002543,C002038,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002544,C002039,T5: interest_rate_apr 30.6%-32.4%
L0002545,C002040,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002546,C002041,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002547,C002041,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002548,C002042,T6: interest_rate_apr > 32.4%
L0002549,C002042,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002550,C002043,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002551,C002044,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002552,C002045,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002553,C002046,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002554,C002047,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002555,C002048,T6: interest_rate_apr > 32.4%
L0002556,C002049,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002557,C002050,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002558,C002051,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002559,C002051,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002560,C002052,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002561,C002052,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002562,C002052,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002563,C002053,T6: interest_rate_apr > 32.4%
L0002564,C002053,T6: interest_rate_apr > 32.4%
L0002565,C002054,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002566,C002055,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002567,C002056,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002568,C002057,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002569,C002058,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002570,C002059,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002571,C002060,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002572,C002061,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002573,C002062,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002574,C002063,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002575,C002063,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002576,C002064,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002577,C002065,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002578,C002066,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002579,C002067,T5: interest_rate_apr 30.6%-32.4%
L0002580,C002068,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002581,C002069,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002582,C002070,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002583,C002071,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002584,C002071,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002585,C002072,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002586,C002072,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002587,C002073,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002588,C002073,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002589,C002074,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002590,C002074,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002591,C002075,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002592,C002075,T6: interest_rate_apr > 32.4%
L0002593,C002076,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002594,C002077,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002595,C002078,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002596,C002078,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002597,C002079,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002598,C002080,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002599,C002081,T6: interest_rate_apr > 32.4%
L0002600,C002082,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002601,C002083,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002602,C002084,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002603,C002085,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002604,C002085,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002605,C002086,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002606,C002087,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002607,C002088,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002608,C002089,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002609,C002090,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002610,C002091,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002611,C002092,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002612,C002092,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002613,C002093,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002614,C002093,T6: interest_rate_apr > 32.4%
L0002615,C002094,T6: interest_rate_apr > 32.4%
L0002616,C002095,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002617,C002096,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002618,C002096,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002619,C002097,T6: interest_rate_apr > 32.4%
L0002620,C002098,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002621,C002099,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002622,C002100,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002623,C002101,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002624,C002102,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002625,C002103,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002626,C002104,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002627,C002105,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002628,C002106,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002629,C002107,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002630,C002108,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002631,C002109,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002632,C002110,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002633,C002110,T6: interest_rate_apr > 32.4%
L0002634,C002111,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002635,C002112,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002636,C002113,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002637,C002113,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002638,C002113,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002639,C002114,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002640,C002115,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002641,C002116,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002642,C002117,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002643,C002118,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002644,C002119,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002645,C002120,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002646,C002121,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002647,C002122,T6: interest_rate_apr > 32.4%
L0002648,C002123,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002649,C002124,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002650,C002125,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002651,C002125,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002652,C002125,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002653,C002126,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002654,C002127,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002655,C002128,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002656,C002128,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002657,C002129,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002658,C002130,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002659,C002131,T6: interest_rate_apr > 32.4%
L0002660,C002131,T5: interest_rate_apr 30.6%-32.4%
L0002661,C002132,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002662,C002133,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002663,C002133,T6: interest_rate_apr > 32.4%
L0002664,C002134,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002665,C002135,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002666,C002136,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002667,C002137,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002668,C002137,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002669,C002138,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002670,C002139,T5: interest_rate_apr 30.6%-32.4%
L0002671,C002139,T6: interest_rate_apr > 32.4%
L0002672,C002140,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002673,C002141,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002674,C002142,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002675,C002142,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002676,C002143,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002677,C002143,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002678,C002144,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002679,C002145,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002680,C002146,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002681,C002147,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002682,C002148,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002683,C002149,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002684,C002150,T5: interest_rate_apr 30.6%-32.4%
L0002685,C002151,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002686,C002152,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002687,C002153,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002688,C002154,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002689,C002155,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002690,C002156,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002691,C002156,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002692,C002157,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002693,C002158,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002694,C002159,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002695,C002160,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002696,C002161,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002697,C002161,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002698,C002162,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002699,C002163,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002700,C002163,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002701,C002163,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002702,C002164,T5: interest_rate_apr 30.6%-32.4%
L0002703,C002165,T5: interest_rate_apr 30.6%-32.4%
L0002704,C002166,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002705,C002167,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002706,C002168,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002707,C002169,T6: interest_rate_apr > 32.4%
L0002708,C002169,T5: interest_rate_apr 30.6%-32.4%
L0002709,C002170,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002710,C002171,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002711,C002172,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002712,C002173,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002713,C002173,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002714,C002174,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002715,C002174,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002716,C002175,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002717,C002175,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002718,C002176,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002719,C002177,T5: interest_rate_apr 30.6%-32.4%
L0002720,C002178,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002721,C002178,T5: interest_rate_apr 30.6%-32.4%
L0002722,C002179,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002723,C002179,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002724,C002180,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002725,C002181,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002726,C002182,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002727,C002183,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002728,C002184,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002729,C002185,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002730,C002186,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002731,C002186,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002732,C002187,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002733,C002188,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002734,C002188,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002735,C002189,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002736,C002190,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002737,C002191,T5: interest_rate_apr 30.6%-32.4%
L0002738,C002192,T6: interest_rate_apr > 32.4%
L0002739,C002192,T5: interest_rate_apr 30.6%-32.4%
L0002740,C002193,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002741,C002194,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002742,C002195,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002743,C002196,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002744,C002197,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002745,C002197,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002746,C002197,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002747,C002198,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002748,C002199,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002749,C002200,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002750,C002201,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002751,C002201,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002752,C002202,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002753,C002202,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002754,C002203,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002755,C002204,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002756,C002205,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002757,C002206,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002758,C002207,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002759,C002208,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002760,C002209,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002761,C002210,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002762,C002211,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002763,C002212,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002764,C002213,T6: interest_rate_apr > 32.4%
L0002765,C002214,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002766,C002215,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002767,C002216,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002768,C002216,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002769,C002216,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002770,C002217,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002771,C002218,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002772,C002219,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002773,C002220,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002774,C002221,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002775,C002222,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002776,C002223,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002777,C002224,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002778,C002225,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002779,C002226,T6: interest_rate_apr > 32.4%
L0002780,C002227,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002781,C002227,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002782,C002228,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002783,C002229,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002784,C002229,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002785,C002230,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002786,C002231,T6: interest_rate_apr > 32.4%
L0002787,C002232,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002788,C002233,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002789,C002234,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002790,C002235,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002791,C002235,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002792,C002236,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002793,C002237,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002794,C002238,T6: interest_rate_apr > 32.4%
L0002795,C002239,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002796,C002240,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002797,C002241,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002798,C002242,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002799,C002243,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002800,C002244,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002801,C002245,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002802,C002246,T6: interest_rate_apr > 32.4%
L0002803,C002246,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002804,C002247,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002805,C002247,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002806,C002248,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002807,C002249,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002808,C002250,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002809,C002251,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002810,C002252,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002811,C002253,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002812,C002254,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002813,C002254,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002814,C002255,T5: interest_rate_apr 30.6%-32.4%
L0002815,C002256,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002816,C002257,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002817,C002258,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002818,C002258,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002819,C002259,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002820,C002259,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002821,C002260,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002822,C002261,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002823,C002261,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002824,C002262,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002825,C002263,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002826,C002264,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002827,C002264,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002828,C002265,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002829,C002266,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002830,C002267,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002831,C002267,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002832,C002268,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002833,C002269,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002834,C002270,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002835,C002271,T5: interest_rate_apr 30.6%-32.4%
L0002836,C002272,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002837,C002273,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002838,C002274,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002839,C002275,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002840,C002276,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002841,C002277,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002842,C002278,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002843,C002279,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002844,C002280,T6: interest_rate_apr > 32.4%
L0002845,C002281,T6: interest_rate_apr > 32.4%
L0002846,C002282,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002847,C002283,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002848,C002284,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002849,C002284,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002850,C002285,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002851,C002286,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002852,C002286,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002853,C002287,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002854,C002288,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002855,C002289,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002856,C002289,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002857,C002290,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002858,C002291,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002859,C002292,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002860,C002293,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002861,C002294,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002862,C002295,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002863,C002296,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002864,C002297,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002865,C002297,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002866,C002298,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002867,C002298,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002868,C002299,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002869,C002300,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002870,C002300,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002871,C002301,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002872,C002301,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002873,C002302,T6: interest_rate_apr > 32.4%
L0002874,C002303,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002875,C002304,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002876,C002305,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002877,C002306,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002878,C002306,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002879,C002307,T6: interest_rate_apr > 32.4%
L0002880,C002308,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0002881,C002309,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002882,C002310,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002883,C002311,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002884,C002312,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0002885,C002313,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0002886,C002314,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0002887,C002315,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
