loan_id,customer_id,cluster
L0012412,C009988,C3
L0012413,C009988,C3
L0012414,C009989,C2
L0012415,C009990,C3
L0012416,C009990,C3
L0012417,C009991,C3
L0012418,C009991,C3
L0012419,C009992,C2
L0012420,C009993,C2
L0012421,C009994,C1
L0012422,C009995,C4
L0012423,C009996,C2
L0012424,C009997,C2
L0012425,C009998,C1
L0012426,C009999,C2
L0012427,C010000,C1
L0012428,C010001,C1
L0012429,C010002,C1
L0012430,C010003,C2
L0012431,C010004,C4
L0012432,C010005,C1
L0012433,C010005,C1
L0012434,C010006,C2
L0012435,C010006,C2
L0012436,C010007,C2
L0012437,C010007,C2
L0012438,C010008,C1
L0012439,C010009,C2
L0012440,C010010,C3
L0012441,C010010,C3
L0012442,C010010,C3
L0012443,C010011,C2
L0012444,C010012,C2
L0012445,C010013,C2
L0012446,C010014,C2
L0012447,C010015,C4
L0012448,C010016,C2
L0012449,C010017,C2
L0012450,C010018,C4
L0012451,C010019,C1
L0012452,C010020,C2
L0012453,C010021,C2
L0012454,C010022,C2
L0012455,C010023,C1
L0012456,C010024,C1
L0012457,C010025,C3
L0012458,C010025,C3
L0012459,C010026,C3
L0012460,C010026,C3
L0012461,C010026,C3
L0012462,C010027,C4
L0012463,C010028,C3
L0012464,C010028,C3
L0012465,C010029,C2
L0012466,C010030,C2
L0012467,C010030,C2
L0012468,C010031,C3
L0012469,C010031,C3
L0012470,C010031,C3
L0012471,C010032,C2
L0012472,C010032,C2
L0012473,C010033,C3
L0012474,C010033,C3
L0012475,C010034,C2
L0012476,C010035,C4
L0012477,C010035,C4
L0012478,C010036,C2
L0012479,C010037,C3
L0012480,C010037,C3
L0012481,C010038,C2
L0012482,C010039,C2
L0012483,C010040,C2
L0012484,C010040,C2
L0012485,C010041,C3
L0012486,C010041,C3
L0012487,C010042,C2
L0012488,C010043,C2
L0012489,C010044,C2
L0012490,C010045,C3
L0012491,C010045,C3
L0012492,C010046,C2
L0012493,C010047,C2
L0012494,C010048,C2
L0012495,C010049,C2
L0012496,C010050,C1
L0012497,C010050,C1
L0012498,C010051,C2
L0012499,C010052,C3
L0012500,C010052,C3
L0012501,C010052,C3
L0012502,C010053,C2
L0012503,C010053,C2
L0012504,C010054,C2
L0012505,C010055,C1
L0012506,C010056,C2
L0012507,C010057,C2
L0012508,C010057,C2
L0012509,C010058,C2
L0012510,C010059,C1
L0012511,C010060,C3
L0012512,C010060,C3
L0012513,C010061,C1
L0012514,C010062,C1
L0012515,C010063,C2
L0012516,C010064,C1
L0012517,C010065,C1
L0012518,C010066,C2
L0012519,C010067,C3
L0012520,C010067,C3
L0012521,C010067,C3
L0012522,C010068,C2
L0012523,C010069,C2
L0012524,C010070,C1
L0012525,C010071,C2
L0012526,C010072,C2
L0012527,C010073,C2
L0012528,C010074,C4
L0012529,C010074,C4
L0012530,C010075,C2
L0012531,C010076,C1
L0012532,C010077,C2
L0012533,C010078,C3
L0012534,C010078,C3
L0012535,C010079,C1
L0012536,C010080,C1
L0012537,C010081,C2
L0012538,C010082,C1
L0012539,C010083,C2
L0012540,C010084,C4
L0012541,C010085,C2
L0012542,C010086,C2
L0012543,C010087,C2
L0012544,C010088,C2
L0012545,C010089,C3
L0012546,C010089,C3
L0012547,C010090,C1
L0012548,C010091,C2
L0012549,C010092,C1
L0012550,C010093,C1
L0012551,C010094,C4
L0012552,C010095,C1
L0012553,C010096,C1
L0012554,C010097,C1
L0012555,C010098,C2
L0012556,C010099,C1
L0012557,C010099,C1
L0012558,C010100,C2
L0012559,C010101,C2
L0012560,C010102,C1
L0012561,C010103,C2
L0012562,C010104,C2
L0012563,C010105,C3
L0012564,C010105,C3
L0012565,C010106,C2
L0012566,C010107,C4
L0012567,C010108,C2
L0012568,C010109,C1
L0012569,C010110,C2
L0012570,C010111,C2
L0012571,C010112,C4
L0012572,C010113,C3
L0012573,C010113,C3
L0012574,C010114,C2
L0012575,C010115,C2
L0012576,C010116,C1
L0012577,C010117,C3
L0012578,C010117,C3
L0012579,C010118,C1
L0012580,C010119,C1
L0012581,C010120,C2
L0012582,C010121,C1
L0012583,C010122,C1
L0012584,C010123,C1
L0012585,C010124,C1
L0012586,C010125,C2
L0012587,C010126,C1
L0012588,C010127,C2
L0012589,C010128,C2
L0012590,C010129,C1
L0012591,C010130,C1
L0012592,C010131,C2
L0012593,C010132,C3
L0012594,C010132,C3
L0012595,C010133,C3
L0012596,C010133,C3
L0012597,C010134,C2
L0012598,C010135,C3
L0012599,C010135,C3
L0012600,C010136,C2
L0012601,C010136,C2
L0012602,C010137,C2
L0012603,C010138,C3
L0012604,C010138,C3
L0012605,C010139,C2
L0012606,C010139,C2
L0012607,C010140,C4
L0012608,C010141,C2
L0012609,C010142,C2
L0012610,C010143,C2
L0012611,C010144,C1
L0012612,C010145,C2
L0012613,C010146,C2
L0012614,C010147,C2
L0012615,C010148,C2
L0012616,C010149,C2
L0012617,C010150,C2
L0012618,C010151,C4
L0012619,C010152,C2
L0012620,C010153,C1
L0012621,C010154,C2
L0012622,C010155,C4
L0012623,C010156,C1
L0012624,C010157,C2
L0012625,C010158,C2
L0012626,C010159,C2
L0012627,C010160,C1
L0012628,C010161,C2
L0012629,C010162,C1
L0012630,C010163,C1
L0012631,C010164,C2
L0012632,C010165,C2
L0012633,C010166,C2
L0012634,C010167,C2
L0012635,C010168,C2
L0012636,C010169,C2
L0012637,C010169,C2
L0012638,C010170,C2
L0012639,C010171,C1
L0012640,C010172,C2
L0012641,C010173,C3
L0012642,C010173,C3
L0012643,C010174,C1
L0012644,C010175,C1
L0012645,C010176,C2
L0012646,C010177,C2
L0012647,C010178,C2
L0012648,C010179,C1
L0012649,C010180,C2
L0012650,C010181,C2
L0012651,C010182,C3
L0012652,C010182,C3
L0012653,C010182,C3
L0012654,C010183,C1
L0012655,C010184,C1
L0012656,C010185,C2
L0012657,C010186,C2
L0012658,C010187,C1
L0012659,C010188,C3
L0012660,C010188,C3
L0012661,C010189,C2
L0012662,C010190,C2
L0012663,C010191,C3
L0012664,C010191,C3
L0012665,C010192,C2
L0012666,C010193,C1
L0012667,C010194,C2
L0012668,C010195,C2
L0012669,C010196,C3
L0012670,C010196,C3
L0012671,C010197,C2
L0012672,C010198,C4
L0012673,C010199,C2
L0012674,C010200,C2
L0012675,C010201,C2
L0012676,C010202,C2
L0012677,C010202,C2
L0012678,C010203,C1
L0012679,C010204,C3
L0012680,C010204,C3
L0012681,C010205,C2
L0012682,C010206,C1
L0012683,C010207,C2
L0012684,C010208,C2
L0012685,C010209,C2
L0012686,C010210,C1
L0012687,C010211,C2
L0012688,C010212,C2
L0012689,C010213,C2
L0012690,C010214,C1
L0012691,C010215,C1
L0012692,C010216,C1
L0012693,C010217,C1
L0012694,C010218,C1
L0012695,C010219,C1
L0012696,C010220,C2
L0012697,C010220,C2
L0012698,C010221,C2
L0012699,C010222,C2
L0012700,C010223,C1
L0012701,C010224,C1
L0012702,C010225,C4
L0012703,C010226,C2
L0012704,C010227,C4
L0012705,C010227,C4
L0012706,C010228,C3
L0012707,C010228,C3
L0012708,C010229,C2
L0012709,C010230,C2
L0012710,C010231,C2
L0012711,C010232,C2
L0012712,C010233,C2
L0012713,C010234,C2
L0012714,C010235,C2
L0012715,C010236,C2
L0012716,C010237,C2
L0012717,C010237,C2
L0012718,C010238,C2
L0012719,C010239,C4
L0012720,C010239,C4
L0012721,C010240,C2
L0012722,C010241,C2
L0012723,C010242,C4
L0012724,C010243,C2
L0012725,C010244,C3
L0012726,C010244,C3
L0012727,C010245,C4
L0012728,C010246,C2
L0012729,C010247,C2
L0012730,C010248,C4
L0012731,C010249,C2
L0012732,C010250,C1
L0012733,C010251,C1
L0012734,C010252,C1
L0012735,C010253,C2
L0012736,C010254,C2
L0012737,C010255,C2
L0012738,C010256,C4
L0012739,C010256,C4
L0012740,C010257,C3
L0012741,C010257,C3
L0012742,C010258,C2
L0012743,C010259,C2
L0012744,C010260,C2
L0012745,C010260,C2
L0012746,C010261,C2
L0012747,C010262,C2
L0012748,C010263,C1
L0012749,C010264,C2
L0012750,C010265,C2
L0012751,C010266,C3
L0012752,C010266,C3
L0012753,C010267,C1
L0012754,C010268,C2
L0012755,C010269,C3
L0012756,C010269,C3
L0012757,C010270,C2
L0012758,C010271,C4
L0012759,C010272,C3
L0012760,C010272,C3
L0012761,C010272,C3
L0012762,C010273,C2
L0012763,C010274,C3
L0012764,C010274,C3
L0012765,C010275,C2
L0012766,C010276,C2
L0012767,C010277,C2
L0012768,C010277,C2
L0012769,C010278,C1
L0012770,C010279,C2
L0012771,C010280,C1
L0012772,C010281,C2
L0012773,C010282,C2
L0012774,C010282,C2
L0012775,C010283,C2
L0012776,C010284,C1
L0012777,C010285,C3
L0012778,C010285,C3
L0012779,C010286,C2
L0012780,C010287,C3
L0012781,C010287,C3
L0012782,C010288,C2
L0012783,C010289,C2
L0012784,C010290,C3
L0012785,C010290,C3
L0012786,C010291,C2
L0012787,C010291,C2
L0012788,C010292,C2
L0012789,C010293,C2
L0012790,C010294,C2
L0012791,C010295,C3
L0012792,C010295,C3
L0012793,C010295,C3
L0012794,C010296,C1
L0012795,C010296,C1
L0012796,C010297,C2
L0012797,C010298,C2
L0012798,C010299,C1
L0012799,C010300,C2
L0012800,C010301,C3
L0012801,C010301,C3
L0012802,C010302,C2
L0012803,C010303,C1
L0012804,C010304,C1
L0012805,C010305,C2
L0012806,C010306,C2
L0012807,C010307,C1
L0012808,C010308,C2
L0012809,C010309,C1
L0012810,C010310,C2
L0012811,C010311,C2
L0012812,C010312,C1
L0012813,C010313,C3
L0012814,C010313,C3
L0012815,C010314,C4
L0012816,C010314,C4
L0012817,C010315,C2
L0012818,C010316,C2
L0012819,C010317,C4
L0012820,C010317,C4
L0012821,C010318,C1
L0012822,C010319,C3
L0012823,C010319,C3
L0012824,C010320,C2
L0012825,C010321,C1
L0012826,C010322,C2
L0012827,C010323,C2
L0012828,C010324,C2
L0012829,C010325,C1
L0012830,C010326,C2
L0012831,C010327,C2
L0012832,C010328,C2
L0012833,C010329,C2
L0012834,C010330,C3
L0012835,C010330,C3
L0012836,C010331,C1
L0012837,C010332,C1
L0012838,C010333,C2
L0012839,C010334,C2
L0012840,C010335,C2
L0012841,C010336,C1
L0012842,C010337,C1
L0012843,C010338,C3
L0012844,C010338,C3
L0012845,C010338,C3
L0012846,C010339,C2
L0012847,C010340,C2
L0012848,C010341,C3
L0012849,C010341,C3
L0012850,C010342,C1
L0012851,C010343,C2
L0012852,C010344,C2
L0012853,C010345,C2
L0012854,C010346,C1
L0012855,C010347,C3
L0012856,C010347,C3
L0012857,C010347,C3
L0012858,C010348,C4
L0012859,C010349,C2
L0012860,C010350,C3
L0012861,C010350,C3
L0012862,C010350,C3
L0012863,C010351,C1
L0012864,C010352,C2
L0012865,C010353,C1
L0012866,C010353,C1
L0012867,C010354,C2
L0012868,C010355,C2
L0012869,C010356,C4
L0012870,C010357,C1
L0012871,C010358,C2
L0012872,C010359,C1
L0012873,C010360,C3
L0012874,C010360,C3
L0012875,C010361,C4
L0012876,C010362,C2
L0012877,C010363,C2
L0012878,C010364,C3
L0012879,C010364,C3
L0012880,C010364,C3
L0012881,C010365,C3
L0012882,C010365,C3
L0012883,C010366,C1
L0012884,C010367,C2
L0012885,C010368,C2
L0012886,C010369,C3
L0012887,C010369,C3
L0012888,C010370,C4
L0012889,C010370,C4
L0012890,C010371,C2
L0012891,C010372,C2
L0012892,C010372,C2
L0012893,C010373,C1
L0012894,C010374,C1
L0012895,C010375,C2
L0012896,C010376,C3
L0012897,C010376,C3
L0012898,C010376,C3
L0012899,C010377,C2
L0012900,C010378,C1
L0012901,C010379,C2
L0012902,C010380,C4
L0012903,C010380,C4
L0012904,C010381,C1
L0012905,C010382,C3
L0012906,C010382,C3
L0012907,C010382,C3
L0012908,C010383,C4
L0012909,C010384,C2
L0012910,C010385,C1
L0012911,C010386,C2
L0012912,C010387,C2
L0012913,C010388,C1
L0012914,C010389,C2
L0012915,C010390,C2
L0012916,C010391,C2
L0012917,C010392,C2
L0012918,C010393,C2
L0012919,C010393,C2
L0012920,C010394,C4
L0012921,C010395,C2
L0012922,C010396,C2
L0012923,C010397,C2
L0012924,C010398,C2
L0012925,C010399,C2
L0012926,C010400,C2
L0012927,C010401,C1
L0012928,C010402,C2
L0012929,C010403,C2
L0012930,C010404,C3
L0012931,C010404,C3
L0012932,C010405,C2
L0012933,C010406,C1
L0012934,C010407,C1
L0012935,C010408,C1
L0012936,C010409,C2
L0012937,C010410,C1
L0012938,C010411,C2
L0012939,C010412,C2
L0012940,C010413,C3
L0012941,C010413,C3
L0012942,C010414,C1
L0012943,C010415,C2
L0012944,C010416,C1
L0012945,C010417,C2
L0012946,C010417,C2
L0012947,C010418,C1
L0012948,C010419,C2
L0012949,C010420,C1
L0012950,C010421,C1
L0012951,C010422,C2
L0012952,C010423,C4
L0012953,C010424,C2
L0012954,C010425,C2
L0012955,C010426,C3
L0012956,C010426,C3
L0012957,C010427,C2
L0012958,C010428,C2
L0012959,C010429,C2
L0012960,C010430,C2
L0012961,C010431,C2
L0012962,C010432,C2
L0012963,C010433,C2
L0012964,C010434,C2
L0012965,C010435,C1
L0012966,C010436,C3
L0012967,C010436,C3
L0012968,C010437,C2
L0012969,C010438,C2
L0012970,C010439,C2
L0012971,C010440,C1
L0012972,C010441,C2
L0012973,C010442,C2
L0012974,C010443,C2
L0012975,C010444,C2
L0012976,C010445,C1
L0012977,C010446,C3
L0012978,C010446,C3
L0012979,C010447,C2
L0012980,C010448,C3
L0012981,C010448,C3
L0012982,C010448,C3
L0012983,C010449,C2
L0012984,C010450,C4
L0012985,C010451,C4
L0012986,C010452,C1
L0012987,C010453,C4
L0012988,C010453,C4
L0012989,C010454,C2
L0012990,C010455,C2
L0012991,C010456,C1
L0012992,C010456,C1
L0012993,C010457,C2
L0012994,C010458,C2
L0012995,C010459,C2
L0012996,C010460,C4
L0012997,C010461,C2
L0012998,C010462,C2
L0012999,C010463,C2
L0013000,C010464,C2
L0013001,C010465,C1
L0013002,C010466,C2
L0013003,C010467,C3
L0013004,C010467,C3
L0013005,C010468,C2
L0013006,C010469,C1
L0013007,C010470,C2
L0013008,C010471,C2
L0013009,C010472,C2
L0013010,C010473,C2
L0013011,C010474,C1
L0013012,C010475,C2
L0013013,C010476,C2
L0013014,C010477,C2
L0013015,C010477,C2
L0013016,C010478,C2
L0013017,C010478,C2
L0013018,C010479,C3
L0013019,C010479,C3
L0013020,C010479,C3
L0013021,C010480,C2
L0013022,C010481,C3
L0013023,C010481,C3
L0013024,C010482,C1
L0013025,C010483,C4
L0013026,C010483,C4
L0013027,C010484,C1
L0013028,C010485,C2
L0013029,C010486,C2
L0013030,C010487,C2
L0013031,C010488,C2
L0013032,C010489,C2
L0013033,C010490,C2
L0013034,C010491,C2
L0013035,C010492,C2
L0013036,C010493,C1
L0013037,C010494,C2
L0013038,C010495,C2
L0013039,C010496,C3
L0013040,C010496,C3
L0013041,C010496,C3
L0013042,C010497,C2
L0013043,C010498,C2
L0013044,C010499,C1
L0013045,C010500,C3
L0013046,C010500,C3
L0013047,C010500,C3
L0013048,C010501,C1
L0013049,C010502,C4
L0013050,C010503,C2
L0013051,C010503,C2
L0013052,C010504,C2
L0013053,C010505,C3
L0013054,C010505,C3
L0013055,C010506,C4
L0013056,C010507,C3
L0013057,C010507,C3
L0013058,C010508,C1
L0013059,C010508,C1
L0013060,C010509,C2
L0013061,C010510,C2
L0013062,C010511,C2
L0013063,C010512,C4
L0013064,C010512,C4
L0013065,C010513,C1
L0013066,C010514,C2
L0013067,C010515,C2
L0013068,C010516,C2
L0013069,C010517,C2
L0013070,C010518,C1
L0013071,C010519,C1
L0013072,C010520,C1
L0013073,C010521,C2
L0013074,C010522,C4
L0013075,C010523,C2
L0013076,C010524,C2
L0013077,C010525,C2
L0013078,C010525,C2
L0013079,C010526,C2
L0013080,C010527,C2
L0013081,C010528,C4
L0013082,C010528,C4
L0013083,C010528,C4
L0013084,C010529,C2
L0013085,C010530,C2
L0013086,C010531,C2
L0013087,C010532,C2
L0013088,C010533,C2
L0013089,C010534,C3
L0013090,C010534,C3
L0013091,C010534,C3
L0013092,C010535,C1
L0013093,C010536,C2
L0013094,C010536,C2
L0013095,C010537,C2
L0013096,C010538,C1
L0013097,C010539,C1
L0013098,C010540,C1
L0013099,C010541,C1
L0013100,C010542,C1
L0013101,C010543,C1
L0013102,C010544,C2
L0013103,C010545,C2
L0013104,C010546,C1
L0013105,C010547,C3
L0013106,C010547,C3
L0013107,C010547,C3
L0013108,C010548,C1
L0013109,C010549,C1
L0013110,C010550,C2
L0013111,C010551,C2
L0013112,C010552,C1
L0013113,C010553,C2
L0013114,C010554,C1
L0013115,C010555,C2
L0013116,C010556,C1
L0013117,C010557,C1
L0013118,C010558,C1
L0013119,C010558,C1
L0013120,C010559,C1
L0013121,C010560,C1
L0013122,C010561,C4
L0013123,C010562,C2
L0013124,C010563,C2
L0013125,C010564,C3
L0013126,C010564,C3
L0013127,C010565,C2
L0013128,C010566,C4
L0013129,C010567,C1
L0013130,C010568,C2
L0013131,C010569,C2
L0013132,C010570,C2
L0013133,C010571,C4
L0013134,C010572,C2
L0013135,C010573,C2
L0013136,C010574,C1
L0013137,C010575,C1
L0013138,C010576,C2
L0013139,C010577,C4
L0013140,C010577,C4
L0013141,C010578,C2
L0013142,C010579,C2
L0013143,C010580,C3
L0013144,C010580,C3
L0013145,C010581,C2
L0013146,C010582,C3
L0013147,C010582,C3
L0013148,C010583,C2
L0013149,C010584,C2
L0013150,C010585,C2
L0013151,C010586,C1
L0013152,C010587,C2
L0013153,C010588,C4
L0013154,C010589,C1
L0013155,C010590,C1
L0013156,C010591,C1
L0013157,C010592,C2
L0013158,C010593,C3
L0013159,C010593,C3
L0013160,C010594,C1
L0013161,C010595,C1
L0013162,C010596,C2
L0013163,C010597,C1
L0013164,C010598,C2
L0013165,C010599,C3
L0013166,C010599,C3
L0013167,C010600,C2
L0013168,C010601,C3
L0013169,C010601,C3
L0013170,C010602,C2
L0013171,C010603,C1
L0013172,C010604,C2
L0013173,C010605,C1
L0013174,C010606,C2
L0013175,C010607,C2
L0013176,C010608,C1
L0013177,C010609,C2
L0013178,C010610,C1
L0013179,C010611,C1
L0013180,C010612,C2
L0013181,C010613,C1
L0013182,C010614,C2
L0013183,C010615,C2
L0013184,C010616,C1
L0013185,C010617,C3
L0013186,C010617,C3
L0013187,C010618,C1
L0013188,C010619,C1
L0013189,C010620,C1
L0013190,C010621,C2
L0013191,C010622,C2
L0013192,C010623,C4
L0013193,C010624,C1
L0013194,C010625,C3
L0013195,C010625,C3
L0013196,C010625,C3
L0013197,C010626,C2
L0013198,C010626,C2
L0013199,C010627,C1
L0013200,C010628,C2
L0013201,C010629,C2
L0013202,C010630,C2
L0013203,C010631,C2
L0013204,C010632,C2
L0013205,C010633,C1
L0013206,C010634,C2
L0013207,C010635,C3
L0013208,C010635,C3
L0013209,C010636,C2
L0013210,C010637,C2
L0013211,C010638,C2
L0013212,C010639,C2
L0013213,C010639,C2
L0013214,C010640,C1
L0013215,C010641,C2
L0013216,C010642,C2
L0013217,C010643,C2
L0013218,C010644,C2
L0013219,C010645,C2
L0013220,C010646,C2
L0013221,C010647,C1
L0013222,C010648,C2
L0013223,C010649,C2
L0013224,C010650,C2
L0013225,C010651,C3
L0013226,C010651,C3
L0013227,C010652,C2
L0013228,C010653,C2
L0013229,C010654,C3
L0013230,C010654,C3
L0013231,C010655,C4
L0013232,C010656,C2
L0013233,C010657,C1
L0013234,C010658,C2
L0013235,C010659,C4
L0013236,C010659,C4
L0013237,C010660,C3
L0013238,C010660,C3
L0013239,C010661,C2
L0013240,C010662,C4
L0013241,C010662,C4
L0013242,C010663,C3
L0013243,C010663,C3
L0013244,C010663,C3
L0013245,C010664,C1
L0013246,C010665,C2
L0013247,C010665,C2
L0013248,C010666,C1
L0013249,C010667,C1
L0013250,C010668,C2
L0013251,C010669,C3
L0013252,C010669,C3
L0013253,C010670,C2
L0013254,C010671,C1
L0013255,C010672,C1
L0013256,C010673,C2
L0013257,C010674,C1
L0013258,C010675,C1
L0013259,C010676,C1
L0013260,C010677,C2
L0013261,C010678,C4
L0013262,C010679,C2
L0013263,C010680,C2
L0013264,C010681,C1
L0013265,C010682,C4
L0013266,C010683,C2
L0013267,C010684,C1
L0013268,C010685,C2
L0013269,C010686,C1
L0013270,C010687,C2
L0013271,C010688,C1
L0013272,C010689,C2
L0013273,C010690,C3
L0013274,C010690,C3
L0013275,C010691,C2
L0013276,C010692,C3
L0013277,C010692,C3
L0013278,C010692,C3
L0013279,C010693,C1
L0013280,C010694,C2
L0013281,C010695,C1
L0013282,C010696,C1
L0013283,C010697,C1
L0013284,C010698,C3
L0013285,C010698,C3
L0013286,C010699,C1
L0013287,C010700,C3
L0013288,C010700,C3
L0013289,C010701,C2
L0013290,C010702,C4
L0013291,C010703,C2
L0013292,C010704,C1
L0013293,C010705,C2
L0013294,C010706,C1
L0013295,C010707,C1
L0013296,C010708,C1
L0013297,C010709,C2
L0013298,C010710,C3
L0013299,C010710,C3
L0013300,C010711,C1
L0013301,C010712,C2
L0013302,C010713,C3
L0013303,C010713,C3
L0013304,C010714,C3
L0013305,C010714,C3
L0013306,C010714,C3
L0013307,C010715,C2
L0013308,C010716,C2
L0013309,C010717,C2
L0013310,C010718,C3
L0013311,C010718,C3
L0013312,C010718,C3
L0013313,C010719,C2
L0013314,C010720,C2
L0013315,C010721,C2
L0013316,C010721,C2
L0013317,C010722,C2
L0013318,C010723,C2
L0013319,C010724,C3
L0013320,C010724,C3
L0013321,C010725,C2
L0013322,C010726,C2
L0013323,C010727,C1
L0013324,C010728,C1
L0013325,C010729,C2
L0013326,C010730,C3
L0013327,C010730,C3
L0013328,C010731,C1
L0013329,C010732,C2
L0013330,C010733,C2
L0013331,C010734,C1
L0013332,C010735,C4
L0013333,C010736,C1
L0013334,C010737,C3
L0013335,C010737,C3
L0013336,C010738,C3
L0013337,C010738,C3
L0013338,C010739,C1
L0013339,C010740,C1
L0013340,C010741,C1
L0013341,C010741,C1
L0013342,C010742,C1
L0013343,C010743,C1
L0013344,C010744,C4
L0013345,C010744,C4
L0013346,C010744,C4
L0013347,C010745,C1
L0013348,C010745,C1
L0013349,C010746,C3
L0013350,C010746,C3
L0013351,C010747,C3
L0013352,C010747,C3
L0013353,C010748,C3
L0013354,C010748,C3
L0013355,C010749,C1
L0013356,C010750,C1
L0013357,C010751,C2
L0013358,C010752,C2
L0013359,C010753,C2
L0013360,C010754,C2
L0013361,C010755,C1
L0013362,C010755,C1
L0013363,C010756,C2
L0013364,C010757,C2
L0013365,C010758,C1
L0013366,C010759,C2
L0013367,C010760,C3
L0013368,C010760,C3
L0013369,C010761,C1
L0013370,C010762,C1
L0013371,C010763,C4
L0013372,C010764,C2
L0013373,C010765,C1
L0013374,C010766,C4
L0013375,C010767,C1
L0013376,C010768,C2
L0013377,C010769,C3
L0013378,C010769,C3
L0013379,C010770,C1
L0013380,C010771,C1
L0013381,C010772,C1
L0013382,C010773,C3
L0013383,C010773,C3
L0013384,C010774,C2
L0013385,C010774,C2
L0013386,C010775,C2
L0013387,C010776,C3
L0013388,C010776,C3
L0013389,C010777,C2
L0013390,C010778,C2
L0013391,C010779,C2
L0013392,C010780,C4
L0013393,C010781,C2
L0013394,C010782,C2
L0013395,C010782,C2
L0013396,C010783,C2
L0013397,C010784,C2
L0013398,C010785,C3
L0013399,C010785,C3
L0013400,C010785,C3
L0013401,C010786,C2
L0013402,C010786,C2
L0013403,C010787,C2
L0013404,C010788,C2
L0013405,C010789,C4
L0013406,C010790,C1
L0013407,C010791,C1
L0013408,C010792,C3
L0013409,C010792,C3
L0013410,C010793,C2
L0013411,C010794,C4
L0013412,C010794,C4
L0013413,C010795,C2
L0013414,C010796,C1
L0013415,C010797,C1
L0013416,C010797,C1
L0013417,C010798,C3
L0013418,C010798,C3
L0013419,C010799,C1
L0013420,C010800,C3
L0013421,C010800,C3
L0013422,C010801,C3
L0013423,C010801,C3
L0013424,C010802,C3
L0013425,C010802,C3
L0013426,C010802,C3
L0013427,C010803,C2
L0013428,C010804,C1
L0013429,C010805,C2
L0013430,C010806,C2
L0013431,C010807,C1
L0013432,C010808,C1
L0013433,C010809,C2
L0013434,C010810,C3
L0013435,C010810,C3
L0013436,C010811,C3
L0013437,C010811,C3
L0013438,C010812,C3
L0013439,C010812,C3
L0013440,C010812,C3
L0013441,C010813,C3
L0013442,C010813,C3
L0013443,C010814,C2
L0013444,C010815,C2
L0013445,C010816,C2
L0013446,C010817,C1
L0013447,C010818,C1
L0013448,C010819,C2
L0013449,C010820,C1
L0013450,C010821,C2
L0013451,C010822,C3
L0013452,C010822,C3
L0013453,C010823,C1
L0013454,C010824,C2
L0013455,C010825,C2
L0013456,C010826,C3
L0013457,C010826,C3
L0013458,C010826,C3
L0013459,C010827,C2
L0013460,C010828,C4
L0013461,C010828,C4
L0013462,C010829,C1
L0013463,C010829,C1
L0013464,C010830,C2
L0013465,C010830,C2
L0013466,C010831,C3
L0013467,C010831,C3
L0013468,C010832,C3
L0013469,C010832,C3
L0013470,C010833,C2
L0013471,C010834,C2
L0013472,C010835,C2
L0013473,C010836,C2
L0013474,C010837,C2
L0013475,C010838,C1
L0013476,C010839,C1
L0013477,C010840,C3
L0013478,C010840,C3
L0013479,C010841,C1
L0013480,C010842,C2
L0013481,C010843,C1
L0013482,C010844,C2
L0013483,C010845,C1
L0013484,C010846,C2
L0013485,C010847,C3
L0013486,C010847,C3
L0013487,C010847,C3
L0013488,C010848,C1
L0013489,C010849,C3
L0013490,C010849,C3
L0013491,C010850,C1
L0013492,C010851,C3
L0013493,C010851,C3
L0013494,C010852,C4
L0013495,C010853,C1
L0013496,C010854,C2
L0013497,C010855,C2
L0013498,C010856,C2
L0013499,C010857,C1
L0013500,C010858,C4
L0013501,C010859,C3
L0013502,C010859,C3
L0013503,C010860,C2
L0013504,C010861,C1
L0013505,C010862,C1
L0013506,C010863,C2
L0013507,C010864,C2
L0013508,C010865,C2
L0013509,C010866,C2
L0013510,C010866,C2
L0013511,C010867,C2
L0013512,C010868,C3
L0013513,C010868,C3
L0013514,C010869,C3
L0013515,C010869,C3
L0013516,C010870,C3
L0013517,C010870,C3
L0013518,C010871,C2
L0013519,C010872,C1
L0013520,C010873,C4
L0013521,C010873,C4
L0013522,C010874,C1
L0013523,C010875,C2
L0013524,C010876,C2
L0013525,C010877,C2
L0013526,C010878,C3
L0013527,C010878,C3
L0013528,C010879,C2
L0013529,C010880,C2
L0013530,C010881,C1
L0013531,C010882,C1
L0013532,C010883,C2
L0013533,C010884,C1
L0013534,C010885,C2
L0013535,C010886,C2
L0013536,C010887,C3
L0013537,C010887,C3
L0013538,C010888,C2
L0013539,C010889,C3
L0013540,C010889,C3
L0013541,C010890,C2
L0013542,C010891,C3
L0013543,C010891,C3
L0013544,C010891,C3
L0013545,C010892,C2
L0013546,C010893,C3
L0013547,C010893,C3
L0013548,C010894,C2
L0013549,C010895,C3
L0013550,C010895,C3
L0013551,C010896,C2
L0013552,C010897,C2
L0013553,C010898,C2
L0013554,C010899,C1
L0013555,C010900,C2
L0013556,C010901,C1
L0013557,C010902,C2
L0013558,C010903,C2
L0013559,C010904,C4
L0013560,C010905,C1
L0013561,C010906,C2
L0013562,C010907,C2
L0013563,C010907,C2
L0013564,C010908,C2
L0013565,C010909,C2
L0013566,C010910,C2
L0013567,C010911,C1
L0013568,C010912,C3
L0013569,C010912,C3
L0013570,C010913,C2
L0013571,C010914,C2
L0013572,C010915,C3
L0013573,C010915,C3
L0013574,C010916,C1
L0013575,C010917,C1
L0013576,C010918,C2
