loan_id,nii,fee,loss,servicing,cac_charged
L0005729,286.70880744948056,67.65,0.0,240.0,222.0
L0005730,3597.631386734769,1171.95,0.0,400.0,224.0
L0005731,9435.394749212935,4591.215,0.0,960.0,924.0
L0005732,20082.365250238927,3189.5699999999997,0.0,1200.0,1028.0
L0005733,16613.35261835415,1336.7849999999999,36820.556500000006,1440.0,406.0
L0005734,203795.23420260195,58683.615,0.0,1040.0,712.0
L0005735,7883.143937839791,3015.855,0.0,480.0,0.0
L0005736,4980.8011648844185,3718.605,0.0,240.0,0.0
L0005737,857.6150320003553,637.35,0.0,240.0,601.0
L0005738,17973.043169672947,2309.52,0.0,1680.0,1049.0
L0005739,12942.838151022765,4732.665,0.0,480.0,1488.0
L0005740,510.39600083464757,112.88,0.0,240.0,1335.0
L0005741,19966.50389034599,12334.635,0.0,1120.0,442.0
L0005742,4285.377088620225,1015.425,0.0,800.0,1105.0
L0005743,56322.28276146233,12230.07,0.0,1600.0,602.0
L0005744,2261.6152237835713,3514.125,0.0,80.0,1163.0
L0005745,23.401935891564936,18.11,0.0,160.0,819.0
L0005746,2498.2730747279525,580.38,0.0,880.0,1470.0
L0005747,910.3266975330189,196.58,0.0,320.0,470.0
L0005748,112.73021283913404,47.78,0.0,80.0,175.0
L0005749,11568.306917786887,1253.565,0.0,1520.0,791.0
L0005750,6658.0345473680645,1100.2649999999999,0.0,1200.0,0.0
L0005751,368.53682508643715,31.42,2621.3360000000002,240.0,1074.0
L0005752,76155.24790756237,11192.91,0.0,800.0,857.0
L0005753,48411.01708161346,28062.66,0.0,480.0,116.0
L0005754,4676.411132424171,3426.69,0.0,240.0,0.0
L0005755,4032.276198896114,1615.3799999999999,0.0,560.0,1434.0
L0005756,5017.215515296496,757.665,0.0,1360.0,412.0
L0005757,809.8842604861409,250.0,0.0,160.0,1027.0
L0005758,7133.466423428804,2165.0099999999998,0.0,640.0,103.0
L0005759,2623.306953231134,1927.11,0.0,400.0,225.0
L0005760,3736.6463107459226,2666.4449999999997,0.0,560.0,0.0
L0005761,980.3556276282296,95.785,0.0,320.0,1553.0
L0005762,42.04571237340569,21.385,0.0,80.0,930.0
L0005763,460.1625083728135,44.695,0.0,320.0,1046.0
L0005764,15152.608275752777,1755.33,0.0,1440.0,1056.0
L0005765,55055.87454293847,5732.264999999999,0.0,1440.0,401.0
L0005766,13564.884047004773,28312.215,0.0,80.0,800.0
L0005767,22993.923950574965,3651.87,0.0,800.0,883.0
L0005768,636.5591115240007,100.79,0.0,240.0,1402.0
L0005769,26794.17601581987,2130.8849999999998,0.0,1440.0,993.0
L0005770,38566.650076925944,3719.58,64628.921500000004,1440.0,1416.0
L0005771,25418.515378712425,3823.35,0.0,800.0,0.0
L0005772,109757.81341981218,15361.814999999999,0.0,1040.0,723.0
L0005773,1572.6340556526648,250.0,0.0,240.0,156.0
L0005774,13078.078695073127,3175.62,0.0,1280.0,1360.0
L0005775,10503.600529785454,1561.35,0.0,880.0,445.0
L0005776,2638.796765206754,683.415,0.0,1280.0,190.0
L0005777,88.9197527019214,26.125,0.0,320.0,0.0
L0005778,5156.859613069641,1584.99,0.0,400.0,857.0
L0005779,242.27721366444604,25.240000000000002,2095.172,240.0,1039.0
L0005780,1641.2122581994395,937.5,0.0,400.0,1354.0
L0005781,268.3367025082838,97.86,0.0,240.0,0.0
L0005782,35674.153648228414,6688.155,0.0,560.0,839.0
L0005783,173.50340556207112,66.545,0.0,240.0,493.0
L0005784,6963.642378061283,2388.255,0.0,880.0,1037.0
L0005785,71.25960791373626,33.525,0.0,240.0,0.0
L0005786,5934.6876568799835,772.905,0.0,880.0,343.0
L0005787,1387.9219794273004,250.0,0.0,240.0,504.0
L0005788,41360.879185215235,15871.574999999999,0.0,880.0,500.0
L0005789,20888.718744990078,19837.89,0.0,1200.0,813.0
L0005790,137.4793612956628,11.8,984.28,240.0,856.0
L0005791,88.88916437247768,53.635,0.0,160.0,1550.0
L0005792,6187.969958747048,2115.9449999999997,0.0,1600.0,810.0
L0005793,83.19791887463072,69.58500000000001,0.0,160.0,0.0
L0005794,57.04494138611481,20.41,0.0,240.0,599.0
L0005795,6322.816791590397,1537.335,0.0,720.0,244.0
L0005796,11697.912204109058,1342.4099999999999,0.0,1120.0,1078.0
L0005797,36253.20338016245,9896.64,0.0,1920.0,297.0
L0005798,2765.718767369143,5908.65,0.0,80.0,682.0
L0005799,88553.60482084617,15673.695,0.0,960.0,1107.0
L0005800,4784.796177111659,1334.955,0.0,720.0,1292.0
L0005801,16626.42803063348,3623.1,0.0,1440.0,327.0
L0005802,68590.7600555507,30149.145,0.0,480.0,0.0
L0005803,8487.684756654371,1738.05,0.0,1360.0,1286.0
L0005804,46986.859821182596,24444.614999999998,0.0,320.0,1231.0
L0005805,3341.588698671898,2815.755,0.0,160.0,0.0
L0005806,502764.8357425798,72890.86499999999,0.0,960.0,1376.0
L0005807,633.6150001464783,114.49000000000001,0.0,240.0,1149.0
L0005808,939.1175257833163,515.52,0.0,320.0,0.0
L0005809,46939.73386513069,18720.495,0.0,1280.0,1790.0
L0005810,696.7776885408535,233.26,0.0,240.0,0.0
L0005811,12972.413219135738,4469.835,0.0,560.0,0.0
L0005812,5902.9510510781965,2476.62,0.0,960.0,1185.0
L0005813,198.07192970183678,30.045,0.0,320.0,370.0
L0005814,9213.635944936377,1095.885,32867.6465,1200.0,623.0
L0005815,15085.529466748909,1535.625,0.0,1600.0,0.0
L0005816,1385.1064802193268,647.1899999999999,0.0,320.0,0.0
L0005817,16878.94701451238,2583.645,0.0,480.0,1112.0
L0005818,1235.5394799711742,148.175,0.0,160.0,1240.0
L0005819,1701.8369926249236,915.4499999999999,0.0,400.0,408.0
L0005820,19148.215553824324,10589.385,0.0,240.0,1261.0
L0005821,8515.089982979578,1305.45,58719.5635,560.0,1351.0
L0005822,903.5043767816387,118.825,0.0,320.0,751.0
L0005823,6487.096319285314,706.935,0.0,1360.0,162.0
L0005824,126.27466735213994,41.155,0.0,240.0,1051.0
L0005825,8362.83882815504,1602.84,0.0,1040.0,338.0
L0005826,4886.858231377118,544.26,24074.199500000002,720.0,1053.0
L0005827,4183.550960596763,1591.1699999999998,0.0,240.0,175.0
L0005828,61926.22067289457,30221.399999999998,0.0,320.0,158.0
L0005829,245.7003751402721,38.645,0.0,320.0,880.0
L0005830,1885.918106306917,3881.5049999999997,0.0,80.0,0.0
L0005831,2258.8524943232537,250.0,0.0,320.0,525.0
L0005832,102.32750983021222,49.085,0.0,80.0,158.0
L0005833,2223.5624934792145,923.805,0.0,240.0,1025.0
L0005834,6056.685179028436,990.51,0.0,800.0,1299.0
L0005835,134.31025630096906,22.245,0.0,320.0,139.0
L0005836,607.9504347015917,1274.04,0.0,80.0,1239.0
L0005837,212.07120358090845,53.82,0.0,320.0,1139.0
L0005838,3245.4871233776025,955.8449999999999,0.0,400.0,930.0
L0005839,83118.08641367019,37312.799999999996,0.0,400.0,1777.0
L0005840,3564.7446705659477,2682.0299999999997,0.0,160.0,0.0
L0005841,746.9348317542858,120.145,0.0,320.0,526.0
L0005842,4738.66158542485,3796.23,0.0,240.0,586.0
L0005843,21894.340552097234,4092.105,0.0,1200.0,1315.0
L0005844,4690.65262987867,3000.0,0.0,400.0,222.0
L0005845,10012.863213320135,8921.385,0.0,800.0,1161.0
L0005846,10146.736459582182,2585.61,0.0,1040.0,628.0
L0005847,1737.353764677234,224.22,0.0,400.0,1485.0
L0005848,5142.233574922085,1203.315,0.0,1120.0,1214.0
L0005849,21732.906915217958,4750.05,0.0,1360.0,1140.0
L0005850,5617.069199068015,1673.9099999999999,0.0,800.0,1341.0
L0005851,25604.3241765441,7500.0,0.0,720.0,0.0
L0005852,4138.132770213112,3167.49,0.0,160.0,554.0
L0005853,1096.3640204997362,108.055,0.0,240.0,1117.0
L0005854,3709.2910055258776,1108.5449999999998,0.0,400.0,0.0
L0005855,134.3505680409912,49.365,0.0,240.0,265.0
L0005856,291.55675951514394,105.54,0.0,240.0,165.0
L0005857,1706.199028634373,942.1949999999999,0.0,240.0,985.0
L0005858,402.42023139102383,250.0,0.0,160.0,0.0
L0005859,231.10589003056288,46.86,0.0,240.0,629.0
L0005860,496.58292224630713,929.7149999999999,0.0,160.0,1392.0
L0005861,4793.4958168253115,523.6949999999999,0.0,1360.0,811.0
L0005862,42792.90815934975,4030.845,0.0,1280.0,0.0
L0005863,115.07645463226363,10.0,0.0,240.0,1052.0
L0005864,174.79532581027598,34.685,0.0,240.0,1514.0
L0005865,222.8286828071624,141.57,0.0,160.0,842.0
L0005866,142.8673039475456,23.05,0.0,240.0,1252.0
L0005867,12335.198603309034,3000.0,82414.30500000001,1600.0,145.0
L0005868,1979.5204558230937,173.315,14126.004,400.0,0.0
L0005869,51303.89235653885,15168.314999999999,0.0,560.0,862.0
L0005870,16731.7927503087,2771.6549999999997,0.0,1440.0,675.0
L0005871,3873.051249822751,1954.56,0.0,240.0,1293.0
L0005872,245.2578160080686,939.675,0.0,80.0,1124.0
L0005873,217.41009816765788,29.55,0.0,240.0,1413.0
L0005874,3494.2271124002336,3930.585,0.0,560.0,1017.0
L0005875,3086.2766383556645,2653.4249999999997,0.0,400.0,0.0
L0005876,70312.71981648989,9874.815,0.0,1360.0,496.0
L0005877,279494.0035105672,30570.045,0.0,1120.0,1178.0
L0005878,2107.067327932343,2939.805,0.0,80.0,1725.0
L0005879,19814.444752940246,2513.7599999999998,0.0,1040.0,533.0
L0005880,88.52986389812082,10.19,0.0,240.0,2044.0
L0005881,274.66535553976894,21.645,1809.896,240.0,595.0
L0005882,135.6146069034934,37.135,0.0,240.0,309.0
L0005883,151.43852969082073,106.96000000000001,0.0,80.0,457.0
L0005884,34257.74434999035,13279.32,0.0,480.0,976.0
L0005885,27459.031322691855,16955.715,0.0,1280.0,659.0
L0005886,4450.910947450557,3466.89,0.0,160.0,1208.0
L0005887,39277.23161818452,7160.505,0.0,800.0,0.0
L0005888,7609.645921195583,4158.495,0.0,1040.0,1030.0
L0005889,127.75832373388113,20.03,0.0,240.0,811.0
L0005890,25008.65734529201,3130.2,0.0,1120.0,230.0
L0005891,9765.295742641538,1013.925,0.0,1040.0,0.0
L0005892,42148.56412402533,31240.59,0.0,240.0,294.0
L0005893,21736.71595810872,5443.71,0.0,800.0,0.0
L0005894,30466.728811681016,5788.26,0.0,1120.0,1229.0
L0005895,86.98037766457536,63.440000000000005,0.0,160.0,133.0
L0005896,50.97430772379041,37.410000000000004,0.0,160.0,272.0
L0005897,450.9963250410557,52.160000000000004,0.0,160.0,569.0
L0005898,177.11701891869308,53.93,0.0,160.0,429.0
L0005899,1106.667037843936,2481.345,0.0,80.0,760.0
L0005900,10871.162714056325,32943.45,0.0,320.0,114.0
L0005901,116.56042164601385,63.455,0.0,160.0,444.0
L0005902,267.11241064593196,22.92,0.0,400.0,597.0
L0005903,33183.89540365968,3575.955,0.0,1680.0,812.0
L0005904,238.88159435212614,44.075,0.0,240.0,0.0
L0005905,423.6299342085607,66.985,0.0,160.0,1094.0
L0005906,74365.02855580523,10055.324999999999,0.0,880.0,0.0
L0005907,12475.231093568802,2664.615,0.0,1120.0,635.0
L0005908,19243.248649938978,4803.315,0.0,960.0,481.0
L0005909,6880.103852719441,10000.08,0.0,160.0,0.0
L0005910,41336.66698830908,7500.0,0.0,1120.0,360.0
L0005911,21570.223149683923,11787.255,0.0,720.0,563.0
L0005912,38624.91749597274,7705.65,0.0,960.0,153.0
L0005913,10183.256293862873,1284.675,54088.645000000004,720.0,1107.0
L0005914,567.1999073207378,47.455,0.0,320.0,0.0
L0005915,5836.776088939235,2833.545,0.0,480.0,1131.0
L0005916,13926.14619944444,6885.735,0.0,240.0,926.0
L0005917,2833.9252905878798,934.92,0.0,1040.0,1051.0
L0005918,321.6895394185558,38.28,0.0,320.0,1085.0
L0005919,740.0009839109704,61.675000000000004,0.0,320.0,0.0
L0005920,122.16987991850823,77.16,0.0,160.0,1738.0
L0005921,890.1515927440114,984.855,0.0,80.0,119.0
L0005922,35590.174586377914,3672.495,0.0,1680.0,893.0
L0005923,749.2355208443851,106.23,0.0,320.0,0.0
L0005924,7049.333013722627,1565.655,0.0,960.0,1522.0
L0005925,13501.368965880358,2554.035,0.0,880.0,286.0
L0005926,12884.18908109557,2109.0,98117.33099999999,480.0,0.0
L0005927,4261.850392409293,969.39,0.0,400.0,0.0
L0005928,26719.400990854872,3871.08,0.0,960.0,1585.0
L0005929,11339.585769679863,877.275,22594.377,1280.0,740.0
L0005930,7616.272328598276,2886.285,0.0,880.0,1236.0
L0005931,6175.546815914078,2318.415,0.0,880.0,0.0
L0005932,813.2958714221791,450.0,0.0,160.0,724.0
L0005933,1767.7628222942353,1207.365,0.0,240.0,984.0
L0005934,6114.525258813123,871.1999999999999,27987.5115,1360.0,553.0
L0005935,12394.41090174905,1363.455,59727.681000000004,800.0,1426.0
L0005936,91.60813775656746,22.135,0.0,80.0,0.0
L0005937,66.1103809118271,28.44,0.0,240.0,740.0
L0005938,156.66807061943226,23.32,0.0,400.0,1465.0
L0005939,1741.3431672861147,182.74,0.0,320.0,1420.0
L0005940,1292.5162721960899,250.0,0.0,320.0,642.0
L0005941,3829.6484126392006,1519.245,0.0,320.0,458.0
L0005942,330.83324992429465,41.635,0.0,320.0,986.0
L0005943,658.2209163923376,250.0,0.0,240.0,910.0
L0005944,65.79521790174768,10.0,0.0,480.0,970.0
L0005945,10707.917678636033,7160.594999999999,0.0,400.0,0.0
L0005946,2011.7067532117105,167.13,13253.584,320.0,1046.0
L0005947,603.1210940914415,123.11500000000001,0.0,160.0,898.0
L0005948,499.2754567913711,58.385,0.0,320.0,252.0
L0005949,536.0657471081614,250.0,0.0,240.0,1408.0
L0005950,1813.7077688120864,3597.48,0.0,80.0,1270.0
L0005951,1072.1074081271981,1184.94,0.0,80.0,611.0
L0005952,5420.327322096676,949.0649999999999,0.0,560.0,262.0
L0005953,11884.336020908951,2098.305,0.0,1280.0,1090.0
L0005954,2100.205597043736,4198.845,0.0,80.0,0.0
L0005955,95121.44681246042,28804.934999999998,0.0,720.0,1714.0
L0005956,6071.62396933916,754.5,0.0,960.0,0.0
L0005957,4871.162367927884,1564.155,0.0,1040.0,335.0
L0005958,19750.5943763125,7375.365,0.0,960.0,0.0
L0005959,1358.7576196219773,523.0649999999999,0.0,480.0,0.0
L0005960,7248.754845632455,896.9399999999999,0.0,1040.0,995.0
L0005961,6586.600800243393,12944.805,0.0,80.0,997.0
L0005962,20216.538169811553,1805.715,0.0,1120.0,988.0
L0005963,19094.71147322259,3777.2549999999997,0.0,880.0,0.0
L0005964,1110.623854996087,3387.9,0.0,80.0,1090.0
L0005965,677.187951414031,920.295,0.0,240.0,1557.0
L0005966,39829.36388952032,7500.0,298320.074,960.0,566.0
L0005967,7307.225219573788,1811.9099999999999,0.0,880.0,1139.0
L0005968,184.72303113659842,15.735000000000001,0.0,320.0,1168.0
L0005969,569.8398708541877,119.84,0.0,240.0,426.0
L0005970,3327.0608369018,3626.745,0.0,160.0,1170.0
L0005971,528.34928581018,250.0,0.0,80.0,0.0
L0005972,86242.941398548,18354.059999999998,0.0,1120.0,1484.0
L0005973,50091.76337521127,3703.2599999999998,0.0,1680.0,974.0
L0005974,25624.33082635428,5499.675,0.0,1840.0,313.0
L0005975,350.8347532996163,115.065,0.0,160.0,498.0
L0005976,38817.63374027926,6926.969999999999,0.0,880.0,0.0
L0005977,12848.151184706017,7500.0,0.0,160.0,0.0
L0005978,14626.21241981734,11581.395,0.0,320.0,1567.0
L0005979,64992.46562255439,8757.525,0.0,1920.0,155.0
L0005980,13368.963653352661,2292.69,0.0,800.0,1388.0
L0005981,231.3485004753247,26.875,0.0,160.0,1966.0
L0005982,20427.98470916614,1805.1,0.0,1760.0,1077.0
L0005983,55.6220609369129,25.575,0.0,240.0,510.0
L0005984,1605.0870114294626,250.0,0.0,400.0,920.0
L0005985,91.34544776882976,28.5,0.0,160.0,105.0
L0005986,756.457007603459,168.86,0.0,240.0,818.0
L0005987,1943.5316117167845,197.54500000000002,16407.52,240.0,1769.0
L0005988,2342.9978638371826,450.0,0.0,1120.0,119.0
L0005989,6467.817615738139,2011.98,0.0,400.0,0.0
L0005990,7022.180543307811,2446.7999999999997,0.0,1520.0,1317.0
L0005991,141.97357033602893,32.01,0.0,240.0,0.0
L0005992,132.59529722607695,25.975,0.0,240.0,326.0
L0005993,3537.0206213808156,6736.65,0.0,80.0,1012.0
L0005994,19170.61092346668,10555.02,0.0,1200.0,536.0
L0005995,299.7870542391203,91.955,0.0,160.0,197.0
L0005996,4539.283909347095,829.89,0.0,720.0,870.0
L0005997,6198.457097744756,2392.395,0.0,320.0,0.0
L0005998,843.748036210239,65.595,5487.1,240.0,867.0
L0005999,5382.746370119899,1468.425,0.0,880.0,1358.0
L0006000,627.320124447439,158.685,0.0,320.0,1198.0
L0006001,512.4145197353325,36.62,2996.612,400.0,726.0
L0006002,0.0,69.0,0.0,80.0,446.0
L0006003,67.51276628933846,42.075,0.0,160.0,1555.0
L0006004,648.8753221030161,235.905,0.0,240.0,944.0
L0006005,65271.58231226936,6520.304999999999,0.0,1280.0,1090.0
L0006006,1535.2344434119761,175.82500000000002,0.0,320.0,647.0
L0006007,11775.968975064494,1282.965,44021.679000000004,960.0,0.0
L0006008,13046.390652666818,1392.27,0.0,960.0,1180.0
L0006009,33183.52359968763,5373.915,268380.27749999997,640.0,322.0
L0006010,1033.282292944491,450.0,0.0,880.0,592.0
L0006011,10733.439357878455,8771.955,0.0,160.0,1561.0
L0006012,94.97334795389325,61.165,0.0,160.0,495.0
L0006013,670.3899807148799,49.64,0.0,400.0,634.0
L0006014,3305.2287893878297,450.0,0.0,960.0,0.0
L0006015,513.2229275558889,84.34,0.0,160.0,173.0
L0006016,65856.47850342734,30361.05,0.0,1440.0,113.0
L0006017,77948.73788462412,21173.895,0.0,1360.0,1220.0
L0006018,12868.04576772714,1897.83,87057.88,560.0,1333.0
L0006019,4182.352407356538,1993.08,0.0,1280.0,1312.0
L0006020,561.1958509131056,33.17,2839.6560000000004,480.0,1881.0
L0006021,34144.409826988995,12441.675,0.0,720.0,182.0
L0006022,14140.48569992287,4150.485,0.0,880.0,645.0
L0006023,54821.26426091165,35494.5,0.0,240.0,1096.0
L0006024,43334.35704953969,33134.43,0.0,720.0,115.0
L0006025,30673.28518481653,10974.27,0.0,880.0,1216.0
L0006026,4300.2719313392045,1328.985,0.0,400.0,691.0
L0006027,54317.0192301758,7252.005,0.0,800.0,1207.0
L0006028,4479.636983830034,970.365,0.0,560.0,0.0
L0006029,121834.76777463428,24476.594999999998,0.0,1040.0,175.0
L0006030,2498.194378807293,1480.2,0.0,160.0,0.0
L0006031,494.02342120111916,125.785,0.0,320.0,739.0
L0006032,37123.22041202257,3045.6749999999997,0.0,1840.0,853.0
L0006033,11972.65447651036,1682.205,0.0,560.0,128.0
L0006034,351.9271952558588,43.125,3567.5760000000005,240.0,591.0
L0006035,208.63934857640416,55.69,0.0,240.0,227.0
L0006036,33225.74678274453,5327.115,0.0,1440.0,1498.0
L0006037,232.4368349804357,85.245,0.0,240.0,0.0
L0006038,32281.43352486128,7793.099999999999,0.0,960.0,433.0
L0006039,5682.60285287261,994.995,0.0,800.0,1049.0
L0006040,11625.854740632512,1203.135,0.0,1040.0,729.0
L0006041,100.23726362632587,37.705,0.0,240.0,139.0
L0006042,5731.367644372284,2757.72,0.0,400.0,0.0
L0006043,8983.75153516925,4108.08,0.0,400.0,376.0
L0006044,142.56266231036744,33.805,0.0,160.0,749.0
L0006045,2323.664510736242,7515.615,0.0,80.0,246.0
L0006046,26361.900335175098,20465.985,0.0,800.0,1074.0
L0006047,5714.40716753589,1266.36,0.0,560.0,314.0
L0006048,3520.6429144706203,1199.6699999999998,0.0,880.0,1148.0
L0006049,187860.00229348708,34635.375,0.0,1120.0,489.0
L0006050,152.55648563713765,57.275,0.0,240.0,264.0
L0006051,838.9738866232195,1925.22,0.0,80.0,319.0
L0006052,31229.860725791397,13100.88,0.0,320.0,612.0
L0006053,10344.336655833684,1402.8,60938.41650000001,880.0,147.0
L0006054,11317.826821231656,2893.0499999999997,0.0,1280.0,387.0
L0006055,3620.2877503996715,1605.03,0.0,1120.0,968.0
L0006056,57199.73423271303,12004.949999999999,0.0,1520.0,315.0
L0006057,5073.994153495039,1016.985,0.0,1440.0,0.0
L0006058,162.73642869928852,18.96,0.0,240.0,0.0
L0006059,283.8565875297412,88.04,0.0,320.0,736.0
L0006060,3570.3479269629806,2297.595,0.0,320.0,1273.0
L0006061,11912.834967357441,1745.37,0.0,1040.0,527.0
L0006062,360.0587772363797,44.550000000000004,0.0,320.0,1718.0
L0006063,144.64986537579446,52.04,0.0,240.0,1085.0
L0006064,5127.549582856204,1708.23,0.0,1040.0,519.0
L0006065,123345.98312057683,20268.285,0.0,1600.0,1055.0
L0006066,15973.515258637444,2962.365,0.0,400.0,1679.0
L0006067,521.7144032118097,82.255,0.0,160.0,563.0
L0006068,9506.552270797454,7662.674999999999,0.0,640.0,592.0
L0006069,25145.74946513557,2545.74,0.0,1440.0,1228.0
L0006070,2157.890062140338,450.0,0.0,720.0,1281.0
L0006071,1862.7380339828692,178.945,0.0,400.0,954.0
L0006072,230.14782755929974,54.64,0.0,80.0,309.0
L0006073,2430.929209219124,590.52,0.0,880.0,1340.0
L0006074,1650.8237844983116,640.1999999999999,0.0,480.0,1163.0
L0006075,80742.5534285108,9154.44,0.0,1280.0,780.0
L0006076,21989.882438490986,4447.575,0.0,1920.0,1121.0
L0006077,10701.444025904051,3378.6,0.0,880.0,0.0
L0006078,90.33806361630559,21.815,0.0,400.0,774.0
L0006079,158.1470387227461,26.385,0.0,320.0,887.0
L0006080,213.47829560729673,37.96,0.0,480.0,828.0
L0006081,18189.000959662328,2083.485,0.0,1280.0,1005.0
L0006082,7069.9880561079735,3062.0099999999998,133226.85350000003,720.0,672.0
L0006083,13.32900975071825,10.0,0.0,160.0,313.0
L0006084,15601.171796549876,2620.11,0.0,1120.0,1051.0
L0006085,3391.620795148127,1848.975,0.0,320.0,110.0
L0006086,12578.894630813738,2989.095,0.0,1280.0,330.0
L0006087,5343.892415099591,3901.875,0.0,320.0,1154.0
L0006088,1131.131772375703,1245.825,0.0,160.0,0.0
L0006089,13595.935833560154,2876.6099999999997,0.0,1440.0,378.0
L0006090,1502.70498546483,898.17,0.0,1040.0,0.0
L0006091,70.37953438729048,16.685,0.0,240.0,0.0
L0006092,328.707292071227,49.455,0.0,240.0,287.0
L0006093,3382.0162562359824,1204.4099999999999,0.0,640.0,1086.0
L0006094,22289.32277001217,2132.37,0.0,1120.0,923.0
L0006095,82.73857153549791,29.73,0.0,240.0,1205.0
L0006096,119410.04724665225,30857.46,0.0,1600.0,269.0
L0006097,21853.647942956108,4881.224999999999,0.0,720.0,0.0
L0006098,10844.546794359405,2164.7999999999997,0.0,1600.0,529.0
L0006099,772.6344414091482,102.045,0.0,160.0,515.0
L0006100,687.7770245920121,80.61,0.0,160.0,868.0
L0006101,689.1049903229065,92.745,0.0,160.0,270.0
L0006102,12753.410317811324,2382.24,0.0,480.0,0.0
L0006103,459.57285709287976,114.28,0.0,240.0,623.0
L0006104,8860.981939438987,2436.75,0.0,1920.0,253.0
L0006105,879.4483181310445,1756.4399999999998,0.0,160.0,0.0
L0006106,3911.2551214490086,1444.2749999999999,0.0,320.0,544.0
L0006107,58.774668572843076,41.015,0.0,160.0,1099.0
L0006108,6949.15816528581,697.56,0.0,1280.0,904.0
L0006109,58593.88466606628,23125.26,0.0,1440.0,1380.0
L0006110,133.66864025980234,57.335,0.0,240.0,589.0
L0006111,777.21697301751,1711.2,0.0,80.0,623.0
L0006112,3565.2874181762336,614.925,0.0,1040.0,1123.0
L0006113,170530.50303113117,49654.68,0.0,960.0,984.0
L0006114,4864.177087328601,717.4499999999999,0.0,1280.0,1706.0
L0006115,1430.9823927049524,593.115,0.0,320.0,959.0
L0006116,676.7601501071081,108.44,0.0,160.0,961.0
L0006117,5720.86351224035,1372.5449999999998,0.0,560.0,241.0
L0006118,3875.5499787260405,905.505,0.0,960.0,356.0
L0006119,74.14319587563165,33.365,0.0,80.0,374.0
L0006120,12210.191777749518,1008.105,0.0,1680.0,163.0
L0006121,0.0,88.255,0.0,80.0,348.0
L0006122,186.5461798194051,51.875,0.0,320.0,1066.0
L0006123,47589.37594468656,15930.195,0.0,960.0,0.0
L0006124,1251.8974428009242,652.17,0.0,320.0,713.0
L0006125,19309.498076619133,7500.0,0.0,480.0,1056.0
L0006126,1637.2519354619085,250.0,0.0,240.0,1330.0
L0006127,3468.0120390551256,641.52,0.0,720.0,368.0
L0006128,7394.091255547255,6747.585,349552.1475,480.0,334.0
L0006129,63.69775585290045,24.725,0.0,80.0,0.0
L0006130,17399.82778189089,2709.0899999999997,0.0,880.0,551.0
L0006131,238.3162318302132,36.525,0.0,160.0,0.0
L0006132,9203.135035769119,3000.0,0.0,560.0,141.0
L0006133,8333.508269400136,1449.825,0.0,1280.0,597.0
L0006134,100.57172776889055,61.665,0.0,80.0,402.0
L0006135,7504.39175375917,1389.1799999999998,0.0,1200.0,115.0
L0006136,2741.240267149843,1127.01,0.0,240.0,1504.0
L0006137,3668.9116185375115,1151.565,0.0,1040.0,875.0
L0006138,51.961114338599145,10.0,0.0,240.0,912.0
L0006139,30539.434345949285,8474.744999999999,0.0,1040.0,1309.0
L0006140,502.5861877223104,84.2,0.0,400.0,1007.0
L0006141,295.6581341955252,90.25,0.0,80.0,274.0
L0006142,9543.646472769557,1784.5049999999999,0.0,1120.0,949.0
L0006143,756.3235501624179,540.63,0.0,160.0,1201.0
L0006144,16796.215877567985,2345.2799999999997,0.0,1920.0,723.0
L0006145,197.38210420303048,31.080000000000002,0.0,320.0,0.0
L0006146,37.10854691097513,10.02,0.0,80.0,236.0
L0006147,41218.894759528004,12090.705,0.0,480.0,0.0
L0006148,238.6394089656323,57.145,0.0,240.0,968.0
L0006149,4725.397323596477,5406.285,0.0,160.0,725.0
L0006150,1054.4389123563656,82.46000000000001,6512.916000000001,320.0,962.0
L0006151,11411.257405395805,2516.22,0.0,1040.0,1568.0
L0006152,135.58722299471498,10.0,841.724,320.0,673.0
L0006153,9264.906599622796,3088.065,0.0,640.0,1454.0
L0006154,5944.232372220643,1584.135,0.0,560.0,0.0
L0006155,11389.77057307818,1348.83,60878.064,720.0,774.0
L0006156,0.0,110.36,0.0,80.0,997.0
L0006157,4885.2350982843855,1995.645,0.0,800.0,777.0
L0006158,3825.209635003014,663.48,0.0,1520.0,428.0
L0006159,7439.878634494598,2144.355,0.0,720.0,876.0
L0006160,12405.134439469306,1739.22,70135.7345,640.0,289.0
L0006161,15819.686625027805,3269.805,0.0,1040.0,1226.0
L0006162,203.81675856188872,39.22,0.0,400.0,0.0
L0006163,736.1104745948874,88.155,0.0,320.0,0.0
L0006164,10728.6046683616,1196.205,0.0,1600.0,864.0
L0006165,23881.874734480418,3181.185,0.0,800.0,1284.0
L0006166,79843.12572663672,25059.45,0.0,400.0,294.0
L0006167,982.7065738169476,139.77,0.0,320.0,1079.0
L0006168,616.9170712645631,108.22,0.0,400.0,150.0
L0006169,329.8293450673949,152.85,0.0,240.0,0.0
L0006170,19523.886837713908,27036.195,0.0,240.0,0.0
L0006171,117.68704646027646,43.57,0.0,240.0,1253.0
L0006172,93.4784734641388,19.575,0.0,320.0,605.0
L0006173,2045.7888654759154,250.0,0.0,320.0,1564.0
L0006174,12488.139730558265,5097.0599999999995,0.0,480.0,1430.0
L0006175,626.5042045692912,146.905,0.0,320.0,713.0
L0006176,10290.81329680942,4002.1949999999997,0.0,960.0,0.0
L0006177,347.87702764852907,31.595000000000002,0.0,320.0,281.0
