loan_id,customer_id,segment
L0008774,C007064,6. SME Non-prime (C-D-E)
L0008775,C007065,4. Personal Subprime (D-E)
L0008776,C007066,1. BNPL (all grades)
L0008777,C007067,6. SME Non-prime (C-D-E)
L0008778,C007067,4. Personal Subprime (D-E)
L0008779,C007068,3. Personal Mid (C)
L0008780,C007068,6. SME Non-prime (C-D-E)
L0008781,C007069,1. BNPL (all grades)
L0008782,C007070,5. SME Prime (A-B)
L0008783,C007071,2. Personal Prime (A-B)
L0008784,C007072,1. BNPL (all grades)
L0008785,C007072,5. SME Prime (A-B)
L0008786,C007073,4. Personal Subprime (D-E)
L0008787,C007074,4. Personal Subprime (D-E)
L0008788,C007075,6. SME Non-prime (C-D-E)
L0008789,C007076,1. BNPL (all grades)
L0008790,C007076,2. Personal Prime (A-B)
L0008791,C007077,3. Personal Mid (C)
L0008792,C007078,1. BNPL (all grades)
L0008793,C007079,5. SME Prime (A-B)
L0008794,C007080,5. SME Prime (A-B)
L0008795,C007080,2. Personal Prime (A-B)
L0008796,C007081,1. BNPL (all grades)
L0008797,C007081,2. Personal Prime (A-B)
L0008798,C007082,1. BNPL (all grades)
L0008799,C007082,5. SME Prime (A-B)
L0008800,C007083,1. BNPL (all grades)
L0008801,C007084,4. Personal Subprime (D-E)
L0008802,C007085,1. BNPL (all grades)
L0008803,C007086,6. SME Non-prime (C-D-E)
L0008804,C007087,2. Personal Prime (A-B)
L0008805,C007088,1. BNPL (all grades)
L0008806,C007089,1. BNPL (all grades)
L0008807,C007089,2. Personal Prime (A-B)
L0008808,C007089,1. BNPL (all grades)
L0008809,C007090,1. BNPL (all grades)
L0008810,C007091,1. BNPL (all grades)
L0008811,C007092,2. Personal Prime (A-B)
L0008812,C007093,4. Personal Subprime (D-E)
L0008813,C007094,1. BNPL (all grades)
L0008814,C007095,1. BNPL (all grades)
L0008815,C007095,1. BNPL (all grades)
L0008816,C007096,2. Personal Prime (A-B)
L0008817,C007097,2. Personal Prime (A-B)
L0008818,C007098,1. BNPL (all grades)
L0008819,C007099,6. SME Non-prime (C-D-E)
L0008820,C007100,5. SME Prime (A-B)
L0008821,C007101,4. Personal Subprime (D-E)
L0008822,C007102,1. BNPL (all grades)
L0008823,C007103,5. SME Prime (A-B)
L0008824,C007104,1. BNPL (all grades)
L0008825,C007105,1. BNPL (all grades)
L0008826,C007106,6. SME Non-prime (C-D-E)
L0008827,C007107,1. BNPL (all grades)
L0008828,C007107,1. BNPL (all grades)
L0008829,C007108,3. Personal Mid (C)
L0008830,C007108,1. BNPL (all grades)
L0008831,C007108,2. Personal Prime (A-B)
L0008832,C007109,1. BNPL (all grades)
L0008833,C007110,6. SME Non-prime (C-D-E)
L0008834,C007111,3. Personal Mid (C)
L0008835,C007112,5. SME Prime (A-B)
L0008836,C007113,2. Personal Prime (A-B)
L0008837,C007114,3. Personal Mid (C)
L0008838,C007114,3. Personal Mid (C)
L0008839,C007115,3. Personal Mid (C)
L0008840,C007116,6. SME Non-prime (C-D-E)
L0008841,C007116,1. BNPL (all grades)
L0008842,C007117,6. SME Non-prime (C-D-E)
L0008843,C007118,1. BNPL (all grades)
L0008844,C007118,2. Personal Prime (A-B)
L0008845,C007118,1. BNPL (all grades)
L0008846,C007119,5. SME Prime (A-B)
L0008847,C007120,6. SME Non-prime (C-D-E)
L0008848,C007120,3. Personal Mid (C)
L0008849,C007121,1. BNPL (all grades)
L0008850,C007121,1. BNPL (all grades)
L0008851,C007121,3. Personal Mid (C)
L0008852,C007122,5. SME Prime (A-B)
L0008853,C007123,1. BNPL (all grades)
L0008854,C007124,2. Personal Prime (A-B)
L0008855,C007125,1. BNPL (all grades)
L0008856,C007125,2. Personal Prime (A-B)
L0008857,C007126,1. BNPL (all grades)
L0008858,C007127,3. Personal Mid (C)
L0008859,C007128,5. SME Prime (A-B)
L0008860,C007129,3. Personal Mid (C)
L0008861,C007130,1. BNPL (all grades)
L0008862,C007131,2. Personal Prime (A-B)
L0008863,C007131,1. BNPL (all grades)
L0008864,C007132,1. BNPL (all grades)
L0008865,C007133,2. Personal Prime (A-B)
L0008866,C007134,1. BNPL (all grades)
L0008867,C007135,2. Personal Prime (A-B)
L0008868,C007136,1. BNPL (all grades)
L0008869,C007137,5. SME Prime (A-B)
L0008870,C007138,2. Personal Prime (A-B)
L0008871,C007139,1. BNPL (all grades)
L0008872,C007140,1. BNPL (all grades)
L0008873,C007141,1. BNPL (all grades)
L0008874,C007141,6. SME Non-prime (C-D-E)
L0008875,C007142,2. Personal Prime (A-B)
L0008876,C007142,1. BNPL (all grades)
L0008877,C007143,4. Personal Subprime (D-E)
L0008878,C007144,1. BNPL (all grades)
L0008879,C007145,6. SME Non-prime (C-D-E)
L0008880,C007146,1. BNPL (all grades)
L0008881,C007147,2. Personal Prime (A-B)
L0008882,C007148,3. Personal Mid (C)
L0008883,C007149,1. BNPL (all grades)
L0008884,C007150,2. Personal Prime (A-B)
L0008885,C007150,2. Personal Prime (A-B)
L0008886,C007151,1. BNPL (all grades)
L0008887,C007152,1. BNPL (all grades)
L0008888,C007153,4. Personal Subprime (D-E)
L0008889,C007153,6. SME Non-prime (C-D-E)
L0008890,C007154,4. Personal Subprime (D-E)
L0008891,C007155,1. BNPL (all grades)
L0008892,C007156,6. SME Non-prime (C-D-E)
L0008893,C007157,2. Personal Prime (A-B)
L0008894,C007158,3. Personal Mid (C)
L0008895,C007159,3. Personal Mid (C)
L0008896,C007160,1. BNPL (all grades)
L0008897,C007160,1. BNPL (all grades)
L0008898,C007161,6. SME Non-prime (C-D-E)
L0008899,C007161,1. BNPL (all grades)
L0008900,C007162,1. BNPL (all grades)
L0008901,C007163,1. BNPL (all grades)
L0008902,C007164,4. Personal Subprime (D-E)
L0008903,C007165,3. Personal Mid (C)
L0008904,C007166,2. Personal Prime (A-B)
L0008905,C007166,1. BNPL (all grades)
L0008906,C007166,2. Personal Prime (A-B)
L0008907,C007167,1. BNPL (all grades)
L0008908,C007168,1. BNPL (all grades)
L0008909,C007169,2. Personal Prime (A-B)
L0008910,C007170,1. BNPL (all grades)
L0008911,C007171,1. BNPL (all grades)
L0008912,C007171,1. BNPL (all grades)
L0008913,C007172,6. SME Non-prime (C-D-E)
L0008914,C007173,1. BNPL (all grades)
L0008915,C007174,1. BNPL (all grades)
L0008916,C007175,1. BNPL (all grades)
L0008917,C007176,6. SME Non-prime (C-D-E)
L0008918,C007176,1. BNPL (all grades)
L0008919,C007176,6. SME Non-prime (C-D-E)
L0008920,C007177,6. SME Non-prime (C-D-E)
L0008921,C007177,1. BNPL (all grades)
L0008922,C007177,1. BNPL (all grades)
L0008923,C007178,1. BNPL (all grades)
L0008924,C007179,1. BNPL (all grades)
L0008925,C007180,5. SME Prime (A-B)
L0008926,C007181,1. BNPL (all grades)
L0008927,C007182,4. Personal Subprime (D-E)
L0008928,C007183,1. BNPL (all grades)
L0008929,C007184,3. Personal Mid (C)
L0008930,C007185,2. Personal Prime (A-B)
L0008931,C007186,1. BNPL (all grades)
L0008932,C007187,1. BNPL (all grades)
L0008933,C007188,1. BNPL (all grades)
L0008934,C007188,2. Personal Prime (A-B)
L0008935,C007189,5. SME Prime (A-B)
L0008936,C007190,3. Personal Mid (C)
L0008937,C007191,6. SME Non-prime (C-D-E)
L0008938,C007192,1. BNPL (all grades)
L0008939,C007193,4. Personal Subprime (D-E)
L0008940,C007194,4. Personal Subprime (D-E)
L0008941,C007195,6. SME Non-prime (C-D-E)
L0008942,C007196,3. Personal Mid (C)
L0008943,C007197,1. BNPL (all grades)
L0008944,C007198,4. Personal Subprime (D-E)
L0008945,C007199,1. BNPL (all grades)
L0008946,C007200,6. SME Non-prime (C-D-E)
L0008947,C007200,5. SME Prime (A-B)
L0008948,C007201,5. SME Prime (A-B)
L0008949,C007202,1. BNPL (all grades)
L0008950,C007202,3. Personal Mid (C)
L0008951,C007203,1. BNPL (all grades)
L0008952,C007203,5. SME Prime (A-B)
L0008953,C007204,1. BNPL (all grades)
L0008954,C007205,1. BNPL (all grades)
L0008955,C007206,1. BNPL (all grades)
L0008956,C007207,4. Personal Subprime (D-E)
L0008957,C007208,1. BNPL (all grades)
L0008958,C007209,1. BNPL (all grades)
L0008959,C007210,1. BNPL (all grades)
L0008960,C007211,3. Personal Mid (C)
L0008961,C007211,1. BNPL (all grades)
L0008962,C007212,2. Personal Prime (A-B)
L0008963,C007213,2. Personal Prime (A-B)
L0008964,C007214,1. BNPL (all grades)
L0008965,C007214,2. Personal Prime (A-B)
L0008966,C007215,1. BNPL (all grades)
L0008967,C007216,1. BNPL (all grades)
L0008968,C007217,3. Personal Mid (C)
L0008969,C007218,4. Personal Subprime (D-E)
L0008970,C007219,1. BNPL (all grades)
L0008971,C007220,1. BNPL (all grades)
L0008972,C007221,2. Personal Prime (A-B)
L0008973,C007222,5. SME Prime (A-B)
L0008974,C007223,2. Personal Prime (A-B)
L0008975,C007223,2. Personal Prime (A-B)
L0008976,C007224,1. BNPL (all grades)
L0008977,C007225,4. Personal Subprime (D-E)
L0008978,C007225,6. SME Non-prime (C-D-E)
L0008979,C007226,5. SME Prime (A-B)
L0008980,C007227,1. BNPL (all grades)
L0008981,C007228,1. BNPL (all grades)
L0008982,C007229,4. Personal Subprime (D-E)
L0008983,C007229,1. BNPL (all grades)
L0008984,C007230,1. BNPL (all grades)
L0008985,C007231,1. BNPL (all grades)
L0008986,C007232,1. BNPL (all grades)
L0008987,C007233,1. BNPL (all grades)
L0008988,C007234,1. BNPL (all grades)
L0008989,C007235,1. BNPL (all grades)
L0008990,C007236,2. Personal Prime (A-B)
L0008991,C007237,1. BNPL (all grades)
L0008992,C007238,2. Personal Prime (A-B)
L0008993,C007239,2. Personal Prime (A-B)
L0008994,C007240,1. BNPL (all grades)
L0008995,C007241,3. Personal Mid (C)
L0008996,C007242,1. BNPL (all grades)
L0008997,C007243,1. BNPL (all grades)
L0008998,C007244,1. BNPL (all grades)
L0008999,C007245,1. BNPL (all grades)
L0009000,C007245,5. SME Prime (A-B)
L0009001,C007246,3. Personal Mid (C)
L0009002,C007247,1. BNPL (all grades)
L0009003,C007248,1. BNPL (all grades)
L0009004,C007249,5. SME Prime (A-B)
L0009005,C007249,3. Personal Mid (C)
L0009006,C007250,4. Personal Subprime (D-E)
L0009007,C007250,3. Personal Mid (C)
L0009008,C007250,6. SME Non-prime (C-D-E)
L0009009,C007251,5. SME Prime (A-B)
L0009010,C007252,3. Personal Mid (C)
L0009011,C007252,6. SME Non-prime (C-D-E)
L0009012,C007253,4. Personal Subprime (D-E)
L0009013,C007254,5. SME Prime (A-B)
L0009014,C007255,5. SME Prime (A-B)
L0009015,C007255,1. BNPL (all grades)
L0009016,C007255,1. BNPL (all grades)
L0009017,C007256,1. BNPL (all grades)
L0009018,C007257,1. BNPL (all grades)
L0009019,C007258,1. BNPL (all grades)
L0009020,C007259,4. Personal Subprime (D-E)
L0009021,C007260,3. Personal Mid (C)
L0009022,C007261,6. SME Non-prime (C-D-E)
L0009023,C007261,2. Personal Prime (A-B)
L0009024,C007261,1. BNPL (all grades)
L0009025,C007262,5. SME Prime (A-B)
L0009026,C007262,6. SME Non-prime (C-D-E)
L0009027,C007262,1. BNPL (all grades)
L0009028,C007263,2. Personal Prime (A-B)
L0009029,C007264,1. BNPL (all grades)
L0009030,C007265,1. BNPL (all grades)
L0009031,C007265,1. BNPL (all grades)
L0009032,C007266,1. BNPL (all grades)
L0009033,C007267,5. SME Prime (A-B)
L0009034,C007268,5. SME Prime (A-B)
L0009035,C007269,1. BNPL (all grades)
L0009036,C007270,1. BNPL (all grades)
L0009037,C007270,6. SME Non-prime (C-D-E)
L0009038,C007271,6. SME Non-prime (C-D-E)
L0009039,C007272,2. Personal Prime (A-B)
L0009040,C007273,5. SME Prime (A-B)
L0009041,C007274,2. Personal Prime (A-B)
L0009042,C007275,1. BNPL (all grades)
L0009043,C007276,3. Personal Mid (C)
L0009044,C007277,1. BNPL (all grades)
L0009045,C007278,3. Personal Mid (C)
L0009046,C007279,3. Personal Mid (C)
L0009047,C007280,2. Personal Prime (A-B)
L0009048,C007280,2. Personal Prime (A-B)
L0009049,C007281,3. Personal Mid (C)
L0009050,C007282,4. Personal Subprime (D-E)
L0009051,C007283,1. BNPL (all grades)
L0009052,C007283,6. SME Non-prime (C-D-E)
L0009053,C007283,6. SME Non-prime (C-D-E)
L0009054,C007284,4. Personal Subprime (D-E)
L0009055,C007285,1. BNPL (all grades)
L0009056,C007286,4. Personal Subprime (D-E)
L0009057,C007287,5. SME Prime (A-B)
L0009058,C007288,1. BNPL (all grades)
L0009059,C007288,1. BNPL (all grades)
L0009060,C007289,4. Personal Subprime (D-E)
L0009061,C007289,6. SME Non-prime (C-D-E)
L0009062,C007290,1. BNPL (all grades)
L0009063,C007291,5. SME Prime (A-B)
L0009064,C007292,1. BNPL (all grades)
L0009065,C007293,4. Personal Subprime (D-E)
L0009066,C007294,5. SME Prime (A-B)
L0009067,C007295,1. BNPL (all grades)
L0009068,C007295,1. BNPL (all grades)
L0009069,C007295,6. SME Non-prime (C-D-E)
L0009070,C007296,4. Personal Subprime (D-E)
L0009071,C007296,4. Personal Subprime (D-E)
L0009072,C007297,2. Personal Prime (A-B)
L0009073,C007298,5. SME Prime (A-B)
L0009074,C007299,6. SME Non-prime (C-D-E)
L0009075,C007300,1. BNPL (all grades)
L0009076,C007301,1. BNPL (all grades)
L0009077,C007301,2. Personal Prime (A-B)
L0009078,C007302,2. Personal Prime (A-B)
L0009079,C007303,3. Personal Mid (C)
L0009080,C007304,2. Personal Prime (A-B)
L0009081,C007305,2. Personal Prime (A-B)
L0009082,C007305,1. BNPL (all grades)
L0009083,C007306,4. Personal Subprime (D-E)
L0009084,C007307,1. BNPL (all grades)
L0009085,C007308,1. BNPL (all grades)
L0009086,C007309,4. Personal Subprime (D-E)
L0009087,C007310,1. BNPL (all grades)
L0009088,C007311,6. SME Non-prime (C-D-E)
L0009089,C007312,6. SME Non-prime (C-D-E)
L0009090,C007313,2. Personal Prime (A-B)
L0009091,C007314,3. Personal Mid (C)
L0009092,C007315,1. BNPL (all grades)
L0009093,C007316,3. Personal Mid (C)
L0009094,C007317,1. BNPL (all grades)
L0009095,C007318,6. SME Non-prime (C-D-E)
L0009096,C007319,6. SME Non-prime (C-D-E)
L0009097,C007320,3. Personal Mid (C)
L0009098,C007321,5. SME Prime (A-B)
L0009099,C007322,1. BNPL (all grades)
L0009100,C007323,3. Personal Mid (C)
L0009101,C007323,1. BNPL (all grades)
L0009102,C007324,2. Personal Prime (A-B)
L0009103,C007325,2. Personal Prime (A-B)
L0009104,C007326,2. Personal Prime (A-B)
L0009105,C007327,1. BNPL (all grades)
L0009106,C007328,6. SME Non-prime (C-D-E)
L0009107,C007329,5. SME Prime (A-B)
L0009108,C007329,5. SME Prime (A-B)
L0009109,C007329,2. Personal Prime (A-B)
L0009110,C007330,4. Personal Subprime (D-E)
L0009111,C007331,1. BNPL (all grades)
L0009112,C007332,2. Personal Prime (A-B)
L0009113,C007333,4. Personal Subprime (D-E)
L0009114,C007334,1. BNPL (all grades)
L0009115,C007335,1. BNPL (all grades)
L0009116,C007336,6. SME Non-prime (C-D-E)
L0009117,C007337,5. SME Prime (A-B)
L0009118,C007338,1. BNPL (all grades)
L0009119,C007339,4. Personal Subprime (D-E)
L0009120,C007340,1. BNPL (all grades)
L0009121,C007341,1. BNPL (all grades)
L0009122,C007342,5. SME Prime (A-B)
L0009123,C007343,4. Personal Subprime (D-E)
L0009124,C007344,1. BNPL (all grades)
L0009125,C007345,1. BNPL (all grades)
L0009126,C007346,1. BNPL (all grades)
L0009127,C007347,1. BNPL (all grades)
L0009128,C007348,3. Personal Mid (C)
L0009129,C007349,3. Personal Mid (C)
L0009130,C007350,1. BNPL (all grades)
L0009131,C007351,1. BNPL (all grades)
L0009132,C007352,1. BNPL (all grades)
L0009133,C007353,2. Personal Prime (A-B)
L0009134,C007354,4. Personal Subprime (D-E)
L0009135,C007355,1. BNPL (all grades)
L0009136,C007356,1. BNPL (all grades)
L0009137,C007357,2. Personal Prime (A-B)
L0009138,C007358,2. Personal Prime (A-B)
L0009139,C007359,6. SME Non-prime (C-D-E)
L0009140,C007360,1. BNPL (all grades)
L0009141,C007360,1. BNPL (all grades)
L0009142,C007361,6. SME Non-prime (C-D-E)
L0009143,C007361,4. Personal Subprime (D-E)
L0009144,C007362,6. SME Non-prime (C-D-E)
L0009145,C007363,2. Personal Prime (A-B)
L0009146,C007364,6. SME Non-prime (C-D-E)
L0009147,C007365,3. Personal Mid (C)
L0009148,C007366,1. BNPL (all grades)
L0009149,C007367,6. SME Non-prime (C-D-E)
L0009150,C007368,1. BNPL (all grades)
L0009151,C007369,1. BNPL (all grades)
L0009152,C007370,4. Personal Subprime (D-E)
L0009153,C007371,4. Personal Subprime (D-E)
L0009154,C007371,6. SME Non-prime (C-D-E)
L0009155,C007371,1. BNPL (all grades)
L0009156,C007372,1. BNPL (all grades)
L0009157,C007373,1. BNPL (all grades)
L0009158,C007373,3. Personal Mid (C)
L0009159,C007373,6. SME Non-prime (C-D-E)
L0009160,C007374,1. BNPL (all grades)
L0009161,C007375,4. Personal Subprime (D-E)
L0009162,C007376,1. BNPL (all grades)
L0009163,C007377,3. Personal Mid (C)
L0009164,C007378,5. SME Prime (A-B)
L0009165,C007379,4. Personal Subprime (D-E)
L0009166,C007380,6. SME Non-prime (C-D-E)
L0009167,C007381,1. BNPL (all grades)
L0009168,C007382,1. BNPL (all grades)
L0009169,C007382,6. SME Non-prime (C-D-E)
L0009170,C007383,4. Personal Subprime (D-E)
L0009171,C007383,6. SME Non-prime (C-D-E)
L0009172,C007384,1. BNPL (all grades)
L0009173,C007385,3. Personal Mid (C)
L0009174,C007386,6. SME Non-prime (C-D-E)
L0009175,C007387,3. Personal Mid (C)
L0009176,C007388,6. SME Non-prime (C-D-E)
L0009177,C007389,2. Personal Prime (A-B)
L0009178,C007390,2. Personal Prime (A-B)
L0009179,C007391,1. BNPL (all grades)
L0009180,C007391,1. BNPL (all grades)
L0009181,C007392,1. BNPL (all grades)
L0009182,C007393,3. Personal Mid (C)
L0009183,C007394,2. Personal Prime (A-B)
L0009184,C007395,1. BNPL (all grades)
L0009185,C007396,1. BNPL (all grades)
L0009186,C007397,4. Personal Subprime (D-E)
L0009187,C007398,1. BNPL (all grades)
L0009188,C007399,2. Personal Prime (A-B)
L0009189,C007400,6. SME Non-prime (C-D-E)
L0009190,C007401,6. SME Non-prime (C-D-E)
L0009191,C007402,5. SME Prime (A-B)
L0009192,C007403,4. Personal Subprime (D-E)
L0009193,C007404,1. BNPL (all grades)
L0009194,C007405,1. BNPL (all grades)
L0009195,C007406,5. SME Prime (A-B)
L0009196,C007407,2. Personal Prime (A-B)
L0009197,C007408,2. Personal Prime (A-B)
L0009198,C007409,4. Personal Subprime (D-E)
L0009199,C007409,1. BNPL (all grades)
L0009200,C007410,6. SME Non-prime (C-D-E)
L0009201,C007410,4. Personal Subprime (D-E)
L0009202,C007411,6. SME Non-prime (C-D-E)
L0009203,C007412,1. BNPL (all grades)
L0009204,C007413,5. SME Prime (A-B)
L0009205,C007414,1. BNPL (all grades)
L0009206,C007415,2. Personal Prime (A-B)
L0009207,C007416,2. Personal Prime (A-B)
L0009208,C007416,2. Personal Prime (A-B)
L0009209,C007416,2. Personal Prime (A-B)
L0009210,C007417,2. Personal Prime (A-B)
L0009211,C007418,1. BNPL (all grades)
L0009212,C007419,4. Personal Subprime (D-E)
L0009213,C007420,2. Personal Prime (A-B)
L0009214,C007421,4. Personal Subprime (D-E)
L0009215,C007422,4. Personal Subprime (D-E)
L0009216,C007423,2. Personal Prime (A-B)
L0009217,C007424,3. Personal Mid (C)
L0009218,C007425,4. Personal Subprime (D-E)
L0009219,C007426,4. Personal Subprime (D-E)
L0009220,C007427,1. BNPL (all grades)
L0009221,C007428,4. Personal Subprime (D-E)
L0009222,C007429,2. Personal Prime (A-B)
L0009223,C007429,2. Personal Prime (A-B)
L0009224,C007430,2. Personal Prime (A-B)
L0009225,C007431,1. BNPL (all grades)
L0009226,C007432,2. Personal Prime (A-B)
L0009227,C007433,1. BNPL (all grades)
L0009228,C007434,1. BNPL (all grades)
L0009229,C007435,5. SME Prime (A-B)
L0009230,C007436,1. BNPL (all grades)
L0009231,C007437,5. SME Prime (A-B)
L0009232,C007438,3. Personal Mid (C)
L0009233,C007438,3. Personal Mid (C)
L0009234,C007439,5. SME Prime (A-B)
L0009235,C007440,1. BNPL (all grades)
L0009236,C007441,1. BNPL (all grades)
L0009237,C007441,2. Personal Prime (A-B)
L0009238,C007442,1. BNPL (all grades)
L0009239,C007443,1. BNPL (all grades)
L0009240,C007444,1. BNPL (all grades)
L0009241,C007445,6. SME Non-prime (C-D-E)
L0009242,C007446,2. Personal Prime (A-B)
L0009243,C007447,3. Personal Mid (C)
L0009244,C007448,5. SME Prime (A-B)
L0009245,C007449,2. Personal Prime (A-B)
L0009246,C007450,6. SME Non-prime (C-D-E)
L0009247,C007451,2. Personal Prime (A-B)
L0009248,C007451,5. SME Prime (A-B)
L0009249,C007452,2. Personal Prime (A-B)
L0009250,C007453,2. Personal Prime (A-B)
L0009251,C007454,1. BNPL (all grades)
L0009252,C007454,1. BNPL (all grades)
L0009253,C007455,3. Personal Mid (C)
L0009254,C007456,1. BNPL (all grades)
L0009255,C007456,1. BNPL (all grades)
L0009256,C007456,2. Personal Prime (A-B)
L0009257,C007457,1. BNPL (all grades)
L0009258,C007458,4. Personal Subprime (D-E)
L0009259,C007458,3. Personal Mid (C)
L0009260,C007459,2. Personal Prime (A-B)
L0009261,C007460,1. BNPL (all grades)
L0009262,C007461,2. Personal Prime (A-B)
L0009263,C007462,2. Personal Prime (A-B)
L0009264,C007462,2. Personal Prime (A-B)
L0009265,C007463,1. BNPL (all grades)
L0009266,C007464,2. Personal Prime (A-B)
L0009267,C007465,5. SME Prime (A-B)
L0009268,C007466,3. Personal Mid (C)
L0009269,C007467,6. SME Non-prime (C-D-E)
L0009270,C007468,2. Personal Prime (A-B)
L0009271,C007469,3. Personal Mid (C)
L0009272,C007470,1. BNPL (all grades)
L0009273,C007470,5. SME Prime (A-B)
L0009274,C007470,1. BNPL (all grades)
L0009275,C007471,2. Personal Prime (A-B)
L0009276,C007472,5. SME Prime (A-B)
L0009277,C007473,2. Personal Prime (A-B)
L0009278,C007474,2. Personal Prime (A-B)
L0009279,C007474,5. SME Prime (A-B)
L0009280,C007475,1. BNPL (all grades)
L0009281,C007476,1. BNPL (all grades)
L0009282,C007477,1. BNPL (all grades)
L0009283,C007478,2. Personal Prime (A-B)
L0009284,C007479,5. SME Prime (A-B)
L0009285,C007480,3. Personal Mid (C)
L0009286,C007481,2. Personal Prime (A-B)
L0009287,C007482,1. BNPL (all grades)
L0009288,C007483,5. SME Prime (A-B)
L0009289,C007484,5. SME Prime (A-B)
L0009290,C007484,1. BNPL (all grades)
L0009291,C007485,6. SME Non-prime (C-D-E)
L0009292,C007485,6. SME Non-prime (C-D-E)
L0009293,C007485,4. Personal Subprime (D-E)
L0009294,C007486,2. Personal Prime (A-B)
L0009295,C007487,1. BNPL (all grades)
L0009296,C007488,3. Personal Mid (C)
L0009297,C007488,4. Personal Subprime (D-E)
L0009298,C007489,1. BNPL (all grades)
L0009299,C007490,4. Personal Subprime (D-E)
L0009300,C007491,4. Personal Subprime (D-E)
L0009301,C007491,4. Personal Subprime (D-E)
L0009302,C007492,1. BNPL (all grades)
L0009303,C007493,5. SME Prime (A-B)
L0009304,C007494,5. SME Prime (A-B)
L0009305,C007495,2. Personal Prime (A-B)
L0009306,C007496,3. Personal Mid (C)
L0009307,C007497,1. BNPL (all grades)
L0009308,C007498,1. BNPL (all grades)
L0009309,C007499,2. Personal Prime (A-B)
L0009310,C007500,1. BNPL (all grades)
L0009311,C007501,1. BNPL (all grades)
L0009312,C007502,4. Personal Subprime (D-E)
L0009313,C007502,1. BNPL (all grades)
L0009314,C007503,6. SME Non-prime (C-D-E)
L0009315,C007503,3. Personal Mid (C)
L0009316,C007504,2. Personal Prime (A-B)
L0009317,C007505,3. Personal Mid (C)
L0009318,C007506,4. Personal Subprime (D-E)
L0009319,C007506,1. BNPL (all grades)
L0009320,C007506,1. BNPL (all grades)
L0009321,C007507,6. SME Non-prime (C-D-E)
L0009322,C007508,1. BNPL (all grades)
L0009323,C007509,1. BNPL (all grades)
L0009324,C007510,1. BNPL (all grades)
L0009325,C007511,3. Personal Mid (C)
L0009326,C007511,1. BNPL (all grades)
L0009327,C007512,1. BNPL (all grades)
L0009328,C007513,1. BNPL (all grades)
L0009329,C007514,1. BNPL (all grades)
L0009330,C007515,1. BNPL (all grades)
L0009331,C007516,1. BNPL (all grades)
L0009332,C007517,1. BNPL (all grades)
L0009333,C007518,3. Personal Mid (C)
L0009334,C007519,1. BNPL (all grades)
L0009335,C007520,1. BNPL (all grades)
L0009336,C007521,1. BNPL (all grades)
L0009337,C007522,1. BNPL (all grades)
L0009338,C007523,1. BNPL (all grades)
L0009339,C007524,1. BNPL (all grades)
L0009340,C007525,1. BNPL (all grades)
L0009341,C007526,2. Personal Prime (A-B)
L0009342,C007527,2. Personal Prime (A-B)
L0009343,C007528,3. Personal Mid (C)
L0009344,C007529,2. Personal Prime (A-B)
L0009345,C007530,1. BNPL (all grades)
L0009346,C007531,6. SME Non-prime (C-D-E)
L0009347,C007531,1. BNPL (all grades)
L0009348,C007532,3. Personal Mid (C)
L0009349,C007532,3. Personal Mid (C)
L0009350,C007533,2. Personal Prime (A-B)
L0009351,C007534,3. Personal Mid (C)
L0009352,C007535,1. BNPL (all grades)
L0009353,C007536,1. BNPL (all grades)
L0009354,C007536,2. Personal Prime (A-B)
L0009355,C007536,5. SME Prime (A-B)
L0009356,C007537,5. SME Prime (A-B)
L0009357,C007538,4. Personal Subprime (D-E)
L0009358,C007539,3. Personal Mid (C)
L0009359,C007540,2. Personal Prime (A-B)
L0009360,C007541,4. Personal Subprime (D-E)
L0009361,C007542,2. Personal Prime (A-B)
L0009362,C007542,3. Personal Mid (C)
L0009363,C007543,2. Personal Prime (A-B)
L0009364,C007544,3. Personal Mid (C)
L0009365,C007545,2. Personal Prime (A-B)
L0009366,C007546,1. BNPL (all grades)
L0009367,C007547,1. BNPL (all grades)
L0009368,C007547,1. BNPL (all grades)
L0009369,C007548,5. SME Prime (A-B)
L0009370,C007549,1. BNPL (all grades)
L0009371,C007550,4. Personal Subprime (D-E)
L0009372,C007551,1. BNPL (all grades)
L0009373,C007552,4. Personal Subprime (D-E)
L0009374,C007553,1. BNPL (all grades)
L0009375,C007554,5. SME Prime (A-B)
L0009376,C007554,2. Personal Prime (A-B)
L0009377,C007555,1. BNPL (all grades)
L0009378,C007555,5. SME Prime (A-B)
L0009379,C007556,4. Personal Subprime (D-E)
L0009380,C007557,3. Personal Mid (C)
L0009381,C007558,1. BNPL (all grades)
L0009382,C007559,3. Personal Mid (C)
L0009383,C007560,1. BNPL (all grades)
L0009384,C007560,1. BNPL (all grades)
L0009385,C007561,1. BNPL (all grades)
L0009386,C007562,3. Personal Mid (C)
L0009387,C007562,4. Personal Subprime (D-E)
L0009388,C007562,3. Personal Mid (C)
L0009389,C007563,2. Personal Prime (A-B)
L0009390,C007564,1. BNPL (all grades)
L0009391,C007565,1. BNPL (all grades)
L0009392,C007566,5. SME Prime (A-B)
L0009393,C007567,1. BNPL (all grades)
L0009394,C007568,6. SME Non-prime (C-D-E)
L0009395,C007569,2. Personal Prime (A-B)
L0009396,C007570,1. BNPL (all grades)
L0009397,C007571,2. Personal Prime (A-B)
L0009398,C007572,5. SME Prime (A-B)
L0009399,C007573,3. Personal Mid (C)
L0009400,C007574,6. SME Non-prime (C-D-E)
