loan_id,customer_id,segment,product_type,obs_month,dpd_current,ews_score,band,is_behavioural_distress,recommended_action
L0011819,C009493,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0011994,C009638,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0012083,C009715,4. SME Prime (A-B),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0012195,C009809,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0012486,C010041,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0012500,C010052,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0012534,C010078,6. Subprime BNPL (D-E),BNPL,2026-03,60,0.0016,ESCALATION,0,immediate collections
L0012949,C010420,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0012958,C010428,6. Subprime BNPL (D-E),BNPL,2026-03,60,0.0016,ESCALATION,0,immediate collections
L0013227,C010652,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0013506,C010863,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0013547,C010893,1. BNPL (grade A-C),BNPL,2026-03,45,0.0016,ESCALATION,0,immediate collections
L0013577,C010919,3. Personal Non-prime (C-E),Personal,2026-03,45,0.0016,ESCALATION,0,immediate collections
L0014310,C011506,4. SME Prime (A-B),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0014387,C011578,1. BNPL (grade A-C),BNPL,2026-03,60,0.0016,ESCALATION,0,immediate collections
L0014658,C011793,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0014892,C011983,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0014897,C011987,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0015783,C012687,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0015991,C012854,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0016322,C013117,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0016549,C013305,3. Personal Non-prime (C-E),Personal,2026-03,45,0.0016,ESCALATION,0,immediate collections
L0016612,C013361,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0016722,C013452,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0016746,C013469,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0016875,C013575,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0017223,C013862,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0017392,C013998,1. BNPL (grade A-C),BNPL,2026-03,60,0.0016,ESCALATION,0,immediate collections
L0017586,C014160,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0017644,C014202,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0017715,C014259,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0017742,C014278,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0017966,C014458,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0018008,C014495,1. BNPL (grade A-C),BNPL,2026-03,60,0.0016,ESCALATION,0,immediate collections
L0018149,C014610,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0018279,C014710,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0018715,C015063,2. Personal Prime (A-B),Personal,2026-03,45,0.0016,ESCALATION,0,immediate collections
L0019496,C015694,1. BNPL (grade A-C),BNPL,2026-03,60,0.0016,ESCALATION,0,immediate collections
L0019606,C015784,4. SME Prime (A-B),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0020412,C016430,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0020458,C016468,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0020616,C016595,6. Subprime BNPL (D-E),BNPL,2026-03,45,0.0016,ESCALATION,0,immediate collections
L0020633,C016610,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0021044,C016933,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0021803,C017541,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0021989,C017689,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0022632,C018198,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0022807,C018338,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0022864,C018386,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0023147,C018614,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0023155,C018621,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0023455,C018861,3. Personal Non-prime (C-E),Personal,2026-03,45,0.0016,ESCALATION,0,immediate collections
L0023607,C018988,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0023832,C019167,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0023959,C019268,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0024110,C019391,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0024120,C019399,4. SME Prime (A-B),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0024333,C019569,1. BNPL (grade A-C),BNPL,2026-03,60,0.0016,ESCALATION,0,immediate collections
L0024433,C019653,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0024481,C019696,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0024946,C020074,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0025129,C020225,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0025322,C020379,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0025641,C020625,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0025650,C020630,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0025973,C020899,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0026314,C021170,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0026336,C021188,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0026547,C021355,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0027365,C022008,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0027703,C022271,6. Subprime BNPL (D-E),BNPL,2026-03,60,0.0016,ESCALATION,0,immediate collections
L0027769,C022323,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0027775,C022328,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0028137,C022613,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0028159,C022631,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0028178,C022648,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0028430,C022851,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0028446,C022863,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0029269,C023529,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0029309,C023562,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0029477,C023693,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0030120,C024225,3. Personal Non-prime (C-E),Personal,2026-03,75,0.0016,ESCALATION,0,immediate collections
L0030949,C024886,1. BNPL (grade A-C),BNPL,2026-03,60,0.0016,ESCALATION,0,immediate collections
L0031323,C025194,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0031564,C025385,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0031999,C025739,4. SME Prime (A-B),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0032015,C025754,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0032075,C025804,6. Subprime BNPL (D-E),BNPL,2026-03,60,0.0016,ESCALATION,0,immediate collections
L0032180,C025890,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0032276,C025967,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0032353,C026027,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0032522,C026161,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0033251,C026757,6. Subprime BNPL (D-E),BNPL,2026-03,45,0.0016,ESCALATION,0,immediate collections
L0033551,C026999,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0033977,C027344,3. Personal Non-prime (C-E),Personal,2026-03,45,0.0016,ESCALATION,0,immediate collections
L0034074,C027421,6. Subprime BNPL (D-E),BNPL,2026-03,75,0.0016,ESCALATION,0,immediate collections
L0034124,C027466,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0034281,C027607,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0034292,C027616,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0034518,C027801,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0035021,C028198,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0035171,C028321,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0035444,C028541,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0035767,C028797,3. Personal Non-prime (C-E),Personal,2026-03,45,0.0016,ESCALATION,0,immediate collections
L0036209,C029166,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0036591,C029483,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0037187,C029956,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0037475,C030187,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0037750,C030422,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0038064,C030668,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0038230,C030808,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0038322,C030887,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0039062,C031472,6. Subprime BNPL (D-E),BNPL,2026-03,60,0.0016,ESCALATION,0,immediate collections
L0039072,C031480,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0039101,C031502,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0039300,C031665,1. BNPL (grade A-C),BNPL,2026-03,45,0.0016,ESCALATION,0,immediate collections
L0039480,C031809,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0039551,C031867,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0039923,C032163,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0040099,C032301,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0040395,C032542,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0040545,C032666,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0040556,C032676,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0040783,C032859,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0040938,C032993,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0041192,C033198,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0041712,C033615,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0042030,C033872,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0042101,C033931,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0042671,C034387,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0042844,C034526,1. BNPL (grade A-C),BNPL,2026-03,45,0.0016,ESCALATION,0,immediate collections
L0043030,C034675,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0043057,C034697,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0043758,C035260,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0043806,C035300,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0044090,C035527,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0044149,C035574,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0044155,C035578,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0044165,C035585,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0044433,C035807,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0044566,C035920,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0044785,C036092,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0045178,C036408,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0045410,C036595,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0045541,C036698,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0045547,C036701,3. Personal Non-prime (C-E),Personal,2026-03,45,0.0016,ESCALATION,0,immediate collections
L0045712,C036837,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0045737,C036858,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0046118,C037160,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0046247,C037263,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0046408,C037397,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0046874,C037775,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0046974,C037860,5. SME Non-prime (C-E),SME,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0047022,C037894,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0047694,C038438,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0047735,C038470,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0047971,C038664,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0047977,C038669,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0048405,C039030,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0048536,C039133,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0048606,C039191,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0048800,C039347,1. BNPL (grade A-C),BNPL,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0048925,C039447,1. BNPL (grade A-C),BNPL,2026-03,60,0.0016,ESCALATION,0,immediate collections
L0049072,C039568,2. Personal Prime (A-B),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0049454,C039884,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0049569,C039975,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0016,ESCALATION,0,immediate collections
L0000247,C000196,1. BNPL (grade A-C),BNPL,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0000812,C000650,2. Personal Prime (A-B),Personal,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0004295,C003451,1. BNPL (grade A-C),BNPL,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0005721,C004587,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0005817,C004663,3. Personal Non-prime (C-E),Personal,2026-03,60,0.0015,ESCALATION,0,immediate collections
L0007293,C005860,1. BNPL (grade A-C),BNPL,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0009222,C007429,2. Personal Prime (A-B),Personal,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0010211,C008234,1. BNPL (grade A-C),BNPL,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0011161,C008982,5. SME Non-prime (C-E),SME,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0016182,C013006,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0016205,C013023,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0018055,C014533,5. SME Non-prime (C-E),SME,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0018363,C014776,1. BNPL (grade A-C),BNPL,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0018445,C014843,2. Personal Prime (A-B),Personal,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0020055,C016144,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0022048,C017738,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0022621,C018188,5. SME Non-prime (C-E),SME,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0025755,C020719,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0028546,C022941,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0029201,C023472,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0029228,C023495,1. BNPL (grade A-C),BNPL,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0030983,C024913,1. BNPL (grade A-C),BNPL,2026-03,60,0.0015,ESCALATION,0,immediate collections
L0037144,C029919,1. BNPL (grade A-C),BNPL,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0037944,C030577,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0044336,C035725,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0045382,C036570,1. BNPL (grade A-C),BNPL,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0047065,C037931,1. BNPL (grade A-C),BNPL,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0047681,C038429,5. SME Non-prime (C-E),SME,2026-03,30,0.0015,ESCALATION,0,immediate collections
L0049251,C039720,1. BNPL (grade A-C),BNPL,2026-03,60,0.0015,ESCALATION,0,immediate collections
L0001386,C001122,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0002604,C002085,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0002743,C002196,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0003292,C002638,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0004526,C003634,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0005650,C004532,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0006198,C004983,5. SME Non-prime (C-E),SME,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0007589,C006110,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0007941,C006380,1. BNPL (grade A-C),BNPL,2026-03,60,0.0012,ESCALATION,0,immediate collections
L0008473,C006820,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0013060,C010509,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0013358,C010752,3. Personal Non-prime (C-E),Personal,2026-03,45,0.0012,ESCALATION,0,immediate collections
L0013747,C011052,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0015041,C012100,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0015078,C012130,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0015278,C012297,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0017463,C014054,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0018526,C014911,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0019918,C016034,2. Personal Prime (A-B),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0020398,C016417,1. BNPL (grade A-C),BNPL,2026-03,60,0.0012,ESCALATION,0,immediate collections
L0020514,C016510,2. Personal Prime (A-B),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0022056,C017745,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0022788,C018322,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0023834,C019169,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0024016,C019317,1. BNPL (grade A-C),BNPL,2026-03,60,0.0012,ESCALATION,0,immediate collections
L0025034,C020145,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0025407,C020450,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0025774,C020734,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0026391,C021231,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0027731,C022293,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0028259,C022715,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0028597,C022982,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0030010,C024135,1. BNPL (grade A-C),BNPL,2026-03,60,0.0012,ESCALATION,0,immediate collections
L0031185,C025083,2. Personal Prime (A-B),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0031429,C025274,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0031484,C025321,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0034799,C028026,1. BNPL (grade A-C),BNPL,2026-03,60,0.0012,ESCALATION,0,immediate collections
L0036137,C029103,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0036737,C029593,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0037397,C030128,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0037951,C030579,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0041146,C033160,1. BNPL (grade A-C),BNPL,2026-03,60,0.0012,ESCALATION,0,immediate collections
L0043121,C034747,2. Personal Prime (A-B),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0044747,C036062,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0047183,C038029,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0048425,C039044,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0048747,C039301,1. BNPL (grade A-C),BNPL,2026-03,30,0.0012,ESCALATION,0,immediate collections
L0002736,C002190,5. SME Non-prime (C-E),SME,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0002828,C002265,1. BNPL (grade A-C),BNPL,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0004079,C003275,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0006564,C005274,1. BNPL (grade A-C),BNPL,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0007014,C005633,4. SME Prime (A-B),SME,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0007466,C006005,1. BNPL (grade A-C),BNPL,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0007850,C006313,5. SME Non-prime (C-E),SME,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0008297,C006668,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0008379,C006736,1. BNPL (grade A-C),BNPL,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0009161,C007375,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0009802,C007903,6. Subprime BNPL (D-E),BNPL,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0010964,C008822,1. BNPL (grade A-C),BNPL,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0012609,C010142,3. Personal Non-prime (C-E),Personal,2026-03,30,0.0009,ESCALATION,0,immediate collections
L0013562,C010907,4. SME Prime (A-B),SME,2026-03,30,0.0009,ESCALATION,0,immediate collections
