customer_id,region_type,income_proxy_band,employment_type,age,first_time_borrower,credit_quality_indicator,acquisition_channel,cac
C003696,Rural,Mid,Informal,38,1,E,Digital ads,1314
C003697,Urban,Low,Self-employed,41,0,C,Referral,358
C003698,Urban,Mid,Salaried,29,0,B,Digital ads,1175
C003699,Urban,High,Salaried,23,0,A,Digital ads,1291
C003700,Semi-urban,High,Gig,38,0,A,Referral,433
C003701,Semi-urban,Mid,Self-employed,42,1,C,Partner-embedded,534
C003702,Urban,Mid,Self-employed,25,0,C,Referral,283
C003703,Rural,Low,Informal,30,0,B,Referral,276
C003704,Urban,Low,Salaried,36,0,D,Referral,204
C003705,Urban,High,Salaried,37,1,A,Organic,172
C003706,Rural,High,Salaried,23,1,A,Referral,326
C003707,Urban,Low,Salaried,34,0,B,Organic,131
C003708,Semi-urban,Low,Self-employed,29,0,A,Partner-embedded,434
C003709,Urban,Mid,Salaried,32,1,A,Digital ads,1287
C003710,Semi-urban,Mid,Self-employed,29,0,B,Organic,145
C003711,Urban,High,Self-employed,40,1,C,Partner-embedded,535
C003712,Urban,Low,Salaried,30,0,A,DSA,909
C003713,Rural,Mid,Self-employed,31,1,D,Partner-embedded,688
C003714,Urban,Mid,Salaried,19,0,B,Organic,130
C003715,Semi-urban,Mid,Gig,21,1,C,Partner-embedded,564
C003716,Semi-urban,Low,Self-employed,42,1,D,Partner-embedded,494
C003717,Urban,Low,Salaried,26,1,C,Partner-embedded,692
C003718,Urban,Low,Self-employed,19,1,B,Digital ads,1127
C003719,Urban,Low,Salaried,21,0,D,Partner-embedded,802
C003720,Urban,Mid,Self-employed,42,0,B,Referral,353
C003721,Semi-urban,Mid,Gig,34,0,B,Organic,144
C003722,Semi-urban,Low,Self-employed,31,0,A,Organic,163
C003723,Semi-urban,Mid,Salaried,26,0,C,Digital ads,1011
C003724,Semi-urban,Mid,Self-employed,23,1,D,Digital ads,1058
C003725,Urban,High,Self-employed,31,0,A,Partner-embedded,615
C003726,Urban,High,Gig,23,0,D,Partner-embedded,454
C003727,Urban,High,Salaried,46,1,C,DSA,815
C003728,Urban,Low,Salaried,37,0,A,DSA,1108
C003729,Urban,Low,Salaried,32,1,B,DSA,1173
C003730,Urban,Mid,Salaried,35,0,B,Digital ads,1025
C003731,Urban,Mid,Gig,37,0,B,Referral,210
C003732,Urban,Low,Salaried,24,0,B,Partner-embedded,258
C003733,Semi-urban,Mid,Salaried,45,0,B,Digital ads,1268
C003734,Urban,Low,Self-employed,32,0,D,Digital ads,1482
C003735,Semi-urban,High,Salaried,34,0,B,Partner-embedded,518
C003736,Urban,Mid,Salaried,18,1,A,Organic,141
C003737,Urban,Mid,Gig,23,0,B,Partner-embedded,533
C003738,Urban,Low,Gig,29,0,C,Digital ads,1178
C003739,Urban,Low,Salaried,42,0,C,Digital ads,1505
C003740,Urban,Mid,Self-employed,29,0,C,Partner-embedded,694
C003741,Semi-urban,Mid,Gig,27,1,D,Referral,294
C003742,Urban,Low,Salaried,23,0,C,Partner-embedded,513
C003743,Urban,High,Informal,23,0,C,Digital ads,1076
C003744,Urban,Mid,Gig,29,0,B,Digital ads,1491
C003745,Urban,Mid,Gig,34,1,B,Digital ads,1312
C003746,Urban,Low,Self-employed,26,0,C,Partner-embedded,677
C003747,Urban,Low,Salaried,58,0,D,Organic,190
C003748,Urban,Mid,Gig,35,1,C,Referral,311
C003749,Urban,Low,Salaried,26,0,B,Digital ads,1119
C003750,Semi-urban,Low,Informal,24,0,C,Partner-embedded,554
C003751,Urban,Low,Informal,29,0,E,Digital ads,2078
C003752,Urban,Mid,Salaried,28,0,B,Digital ads,968
C003753,Semi-urban,Mid,Self-employed,28,0,C,DSA,1220
C003754,Semi-urban,Low,Gig,24,1,B,Organic,127
C003755,Rural,High,Salaried,43,1,B,Referral,283
C003756,Urban,Low,Salaried,27,1,C,DSA,1185
C003757,Semi-urban,High,Self-employed,28,0,A,Referral,356
C003758,Urban,High,Salaried,29,1,B,Digital ads,1940
C003759,Semi-urban,High,Salaried,25,1,C,Referral,297
C003760,Semi-urban,Low,Self-employed,26,0,E,Partner-embedded,410
C003761,Urban,Mid,Informal,28,0,C,DSA,929
C003762,Urban,Low,Self-employed,33,1,E,Partner-embedded,431
C003763,Urban,Mid,Salaried,34,0,A,Partner-embedded,520
C003764,Rural,Mid,Self-employed,24,1,B,Referral,293
C003765,Semi-urban,High,Self-employed,30,0,A,Digital ads,1167
C003766,Rural,Low,Salaried,25,0,B,Partner-embedded,545
C003767,Semi-urban,Low,Self-employed,21,0,C,Digital ads,1431
C003768,Urban,High,Self-employed,26,0,B,Digital ads,1509
C003769,Semi-urban,Mid,Self-employed,21,1,B,Organic,275
C003770,Semi-urban,Low,Self-employed,35,0,C,Digital ads,1237
C003771,Rural,Mid,Self-employed,33,0,B,Digital ads,1413
C003772,Urban,Low,Gig,35,0,D,Organic,207
C003773,Urban,Low,Self-employed,32,1,D,DSA,891
C003774,Urban,Low,Self-employed,22,0,C,DSA,1027
C003775,Urban,Mid,Salaried,38,1,C,DSA,1093
C003776,Rural,Low,Salaried,43,0,B,Digital ads,1507
C003777,Urban,Low,Informal,46,0,E,Referral,282
C003778,Urban,Mid,Self-employed,30,0,B,Referral,208
C003779,Rural,Mid,Self-employed,21,1,B,Partner-embedded,720
C003780,Semi-urban,Low,Salaried,28,0,D,Digital ads,1000
C003781,Urban,Low,Salaried,29,1,D,DSA,1093
C003782,Semi-urban,Mid,Gig,40,0,D,Partner-embedded,457
C003783,Semi-urban,High,Salaried,45,0,B,Organic,169
C003784,Rural,High,Informal,28,0,E,Partner-embedded,514
C003785,Semi-urban,High,Salaried,38,1,A,Organic,175
C003786,Urban,Low,Gig,29,0,E,Referral,218
C003787,Urban,Mid,Salaried,29,0,A,Organic,127
C003788,Urban,High,Salaried,21,1,A,Referral,397
C003789,Rural,High,Self-employed,27,1,C,Referral,413
C003790,Semi-urban,High,Self-employed,25,1,A,Referral,280
C003791,Urban,Mid,Gig,30,0,B,Digital ads,1553
C003792,Urban,Low,Salaried,26,0,B,Digital ads,1045
C003793,Semi-urban,Mid,Self-employed,21,0,B,Digital ads,1034
C003794,Urban,Low,Salaried,24,0,C,Partner-embedded,807
C003795,Semi-urban,Low,Gig,23,1,E,DSA,1042
C003796,Urban,Low,Self-employed,23,1,C,Partner-embedded,531
C003797,Semi-urban,High,Informal,35,0,D,DSA,997
C003798,Urban,Mid,Gig,25,0,A,Digital ads,1104
C003799,Urban,High,Salaried,42,0,B,Digital ads,864
C003800,Urban,Mid,Self-employed,47,1,D,DSA,1477
C003801,Semi-urban,Mid,Self-employed,44,1,A,Referral,331
C003802,Urban,Mid,Informal,22,1,B,Partner-embedded,522
C003803,Semi-urban,Mid,Salaried,28,0,C,Referral,495
C003804,Urban,High,Informal,34,1,A,Digital ads,925
C003805,Urban,High,Salaried,23,0,A,Organic,201
C003806,Urban,Mid,Gig,33,0,C,DSA,1172
C003807,Semi-urban,High,Salaried,40,1,A,Digital ads,1145
C003808,Rural,Low,Self-employed,25,0,B,Partner-embedded,452
C003809,Semi-urban,Mid,Self-employed,36,1,C,Referral,360
C003810,Semi-urban,Mid,Informal,23,1,C,DSA,868
C003811,Urban,Mid,Gig,25,0,B,DSA,983
C003812,Urban,Mid,Gig,20,1,D,Digital ads,1267
C003813,Urban,Low,Salaried,43,0,B,Digital ads,1968
C003814,Semi-urban,Low,Salaried,27,0,C,DSA,819
C003815,Rural,High,Informal,55,1,A,Digital ads,1164
C003816,Semi-urban,Low,Salaried,35,1,B,Digital ads,1064
C003817,Semi-urban,Low,Gig,28,1,C,Referral,290
C003818,Urban,Mid,Self-employed,28,0,A,Organic,156
C003819,Urban,Low,Salaried,32,1,B,Referral,383
C003820,Urban,Mid,Gig,23,1,A,Referral,251
C003821,Urban,Mid,Self-employed,33,1,B,Referral,247
C003822,Urban,Mid,Salaried,30,0,B,DSA,1509
C003823,Semi-urban,Low,Salaried,62,0,D,DSA,1018
C003824,Urban,Low,Informal,65,1,D,Referral,424
C003825,Urban,Mid,Gig,29,0,A,Partner-embedded,805
C003826,Urban,Mid,Salaried,32,1,C,Organic,142
C003827,Semi-urban,Low,Self-employed,32,1,E,Partner-embedded,666
C003828,Semi-urban,Mid,Salaried,35,1,C,DSA,1019
C003829,Semi-urban,Mid,Salaried,36,0,B,Referral,309
C003830,Semi-urban,Mid,Informal,31,0,B,Partner-embedded,656
C003831,Urban,Low,Gig,43,0,A,Partner-embedded,502
C003832,Urban,High,Gig,34,0,B,Digital ads,1223
C003833,Semi-urban,Mid,Salaried,25,0,C,Digital ads,1379
C003834,Rural,High,Self-employed,23,1,B,Referral,460
C003835,Urban,Low,Self-employed,46,0,E,Digital ads,1153
C003836,Urban,High,Self-employed,26,0,C,Digital ads,1400
C003837,Semi-urban,Mid,Salaried,25,1,C,Partner-embedded,799
C003838,Urban,Low,Gig,22,1,C,Partner-embedded,481
C003839,Urban,Low,Salaried,26,0,C,Partner-embedded,500
C003840,Rural,Mid,Informal,34,1,C,Digital ads,1163
C003841,Semi-urban,High,Informal,23,1,B,DSA,1216
C003842,Semi-urban,Low,Self-employed,28,0,B,Referral,266
C003843,Urban,Mid,Gig,43,0,C,Digital ads,1407
C003844,Urban,Mid,Salaried,25,0,C,DSA,1095
C003845,Urban,Mid,Gig,44,1,E,Referral,338
C003846,Semi-urban,Mid,Gig,26,0,C,Digital ads,990
C003847,Semi-urban,Low,Self-employed,37,0,D,Referral,331
C003848,Urban,High,Salaried,32,0,A,Digital ads,1335
C003849,Rural,Low,Salaried,26,0,B,Partner-embedded,516
C003850,Semi-urban,Mid,Salaried,46,1,A,Digital ads,856
C003851,Semi-urban,Low,Self-employed,30,1,A,Referral,282
C003852,Urban,High,Salaried,29,0,A,Partner-embedded,637
C003853,Semi-urban,Mid,Gig,45,0,D,Partner-embedded,567
C003854,Semi-urban,Low,Self-employed,31,0,B,Partner-embedded,624
C003855,Urban,Mid,Self-employed,26,1,B,Digital ads,978
C003856,Urban,Low,Self-employed,41,0,B,Digital ads,1085
C003857,Semi-urban,Mid,Self-employed,45,1,A,Digital ads,1425
C003858,Urban,High,Gig,24,1,A,Referral,460
C003859,Semi-urban,High,Salaried,31,0,A,Partner-embedded,518
C003860,Semi-urban,Low,Salaried,20,1,D,Digital ads,1205
C003861,Urban,High,Gig,37,1,C,DSA,776
C003862,Urban,Low,Self-employed,34,0,C,Referral,264
C003863,Urban,Low,Salaried,36,1,B,Partner-embedded,729
C003864,Rural,Low,Informal,28,0,C,Organic,128
C003865,Rural,Mid,Salaried,50,0,B,DSA,866
C003866,Semi-urban,Low,Salaried,36,0,C,Partner-embedded,608
C003867,Urban,Mid,Gig,27,1,C,Referral,368
C003868,Semi-urban,Mid,Salaried,24,0,C,Organic,163
C003869,Rural,Low,Gig,34,1,C,Digital ads,1061
C003870,Semi-urban,High,Gig,27,1,D,Digital ads,1839
C003871,Urban,Mid,Gig,45,0,D,Digital ads,899
C003872,Urban,Mid,Gig,55,0,C,Partner-embedded,680
C003873,Urban,Low,Self-employed,22,1,C,Partner-embedded,709
C003874,Semi-urban,Mid,Salaried,28,0,A,Partner-embedded,634
C003875,Semi-urban,Mid,Self-employed,27,0,A,Partner-embedded,533
C003876,Semi-urban,Low,Salaried,45,1,C,Organic,142
C003877,Rural,Low,Salaried,56,0,B,Organic,165
C003878,Rural,Low,Informal,43,0,D,DSA,604
C003879,Semi-urban,Low,Informal,28,0,C,Partner-embedded,658
C003880,Urban,Mid,Salaried,35,0,C,Referral,345
C003881,Rural,Low,Informal,32,0,D,Partner-embedded,567
C003882,Rural,High,Gig,28,1,B,Organic,112
C003883,Semi-urban,Low,Salaried,47,1,A,Organic,175
C003884,Urban,High,Self-employed,32,0,B,Digital ads,1203
C003885,Urban,Low,Self-employed,34,0,D,Partner-embedded,608
C003886,Urban,High,Salaried,25,0,A,Partner-embedded,561
C003887,Urban,Mid,Self-employed,45,0,C,Digital ads,1107
C003888,Urban,Low,Salaried,48,0,D,Referral,186
C003889,Semi-urban,High,Self-employed,24,1,C,Digital ads,1166
C003890,Semi-urban,Mid,Gig,45,0,B,Digital ads,1096
C003891,Semi-urban,Mid,Salaried,35,1,D,Digital ads,1430
C003892,Urban,High,Salaried,28,0,B,Organic,226
C003893,Rural,Mid,Salaried,28,0,C,Digital ads,1551
C003894,Semi-urban,Low,Salaried,25,0,B,Partner-embedded,670
C003895,Rural,High,Salaried,32,0,A,Partner-embedded,635
C003896,Semi-urban,Mid,Gig,20,1,E,Digital ads,831
C003897,Rural,Low,Self-employed,25,0,B,Referral,284
C003898,Urban,Low,Salaried,40,0,A,Referral,233
C003899,Urban,Mid,Salaried,45,0,D,Digital ads,1107
C003900,Semi-urban,Mid,Self-employed,25,1,A,Digital ads,1059
C003901,Rural,Low,Informal,28,0,D,Digital ads,1429
C003902,Urban,Mid,Self-employed,20,0,B,DSA,995
C003903,Urban,Mid,Gig,28,1,E,Digital ads,1111
C003904,Rural,High,Salaried,27,1,D,Referral,209
C003905,Semi-urban,Mid,Salaried,21,1,D,DSA,744
C003906,Urban,Mid,Self-employed,24,1,D,Digital ads,1142
C003907,Semi-urban,High,Self-employed,24,0,C,Partner-embedded,721
C003908,Urban,Low,Salaried,30,0,D,DSA,763
C003909,Urban,Mid,Informal,31,1,A,Referral,302
C003910,Semi-urban,Low,Gig,49,0,D,Partner-embedded,899
C003911,Semi-urban,Mid,Salaried,42,1,E,Digital ads,955
C003912,Semi-urban,High,Salaried,31,0,A,Organic,117
C003913,Urban,Low,Salaried,39,0,E,Organic,178
C003914,Urban,High,Informal,19,0,B,Partner-embedded,508
C003915,Urban,Mid,Salaried,34,0,C,Referral,227
C003916,Urban,High,Self-employed,30,1,C,Digital ads,1024
C003917,Semi-urban,Mid,Salaried,30,0,B,Partner-embedded,569
C003918,Semi-urban,Mid,Salaried,45,0,C,Partner-embedded,804
C003919,Semi-urban,Mid,Informal,26,0,D,Partner-embedded,604
C003920,Rural,Mid,Salaried,28,0,A,Partner-embedded,742
C003921,Semi-urban,Low,Salaried,30,1,C,Partner-embedded,746
C003922,Urban,High,Self-employed,31,0,C,Digital ads,1473
C003923,Semi-urban,Mid,Self-employed,46,0,B,Referral,314
C003924,Semi-urban,Mid,Self-employed,28,0,C,Digital ads,1369
C003925,Urban,Mid,Informal,29,1,C,Partner-embedded,535
C003926,Urban,Low,Salaried,45,0,D,DSA,1039
C003927,Urban,Mid,Gig,36,1,A,DSA,721
C003928,Urban,Low,Salaried,20,0,B,Digital ads,1329
C003929,Semi-urban,Mid,Salaried,32,0,A,Referral,350
C003930,Semi-urban,Mid,Salaried,35,0,B,DSA,997
C003931,Semi-urban,Mid,Self-employed,45,0,B,DSA,840
C003932,Rural,Low,Gig,30,0,E,Referral,310
C003933,Urban,High,Self-employed,37,0,C,DSA,997
C003934,Rural,High,Informal,37,0,B,Digital ads,1493
C003935,Rural,Mid,Self-employed,35,0,C,Digital ads,1381
C003936,Rural,Mid,Self-employed,45,0,D,Referral,340
C003937,Semi-urban,Low,Self-employed,41,1,D,Partner-embedded,631
C003938,Urban,Low,Salaried,39,0,C,Organic,132
C003939,Urban,Low,Self-employed,21,0,B,Digital ads,1028
C003940,Urban,Low,Salaried,29,1,B,Partner-embedded,460
C003941,Urban,Mid,Self-employed,20,0,B,DSA,979
C003942,Urban,Mid,Salaried,33,1,A,Partner-embedded,767
C003943,Semi-urban,High,Salaried,41,1,C,Organic,110
C003944,Semi-urban,High,Self-employed,29,0,A,Partner-embedded,643
C003945,Semi-urban,High,Informal,21,1,E,Partner-embedded,468
C003946,Urban,Mid,Salaried,28,1,A,Referral,305
C003947,Urban,Mid,Salaried,46,0,C,Partner-embedded,874
C003948,Rural,Low,Self-employed,33,0,B,Digital ads,1170
C003949,Urban,Mid,Salaried,30,0,B,Partner-embedded,479
C003950,Urban,Mid,Gig,23,0,A,Referral,354
C003951,Rural,Low,Gig,29,1,D,Organic,215
C003952,Semi-urban,High,Self-employed,30,1,B,Referral,261
C003953,Urban,Mid,Self-employed,19,0,C,Digital ads,1465
C003954,Semi-urban,Low,Salaried,46,0,C,Partner-embedded,552
C003955,Semi-urban,Low,Salaried,39,1,C,Partner-embedded,597
C003956,Urban,Mid,Salaried,32,0,B,Referral,298
C003957,Urban,High,Salaried,28,0,A,DSA,825
C003958,Urban,Low,Self-employed,29,1,C,Partner-embedded,450
C003959,Semi-urban,Mid,Salaried,21,1,D,Organic,145
C003960,Semi-urban,Mid,Salaried,28,1,A,Digital ads,996
C003961,Semi-urban,Low,Gig,28,1,E,Organic,138
C003962,Urban,High,Salaried,20,0,A,Digital ads,979
C003963,Semi-urban,Low,Salaried,29,1,A,Digital ads,1359
C003964,Urban,Low,Informal,58,0,E,Digital ads,798
C003965,Semi-urban,Mid,Informal,23,0,C,DSA,890
C003966,Urban,Low,Self-employed,23,0,B,Partner-embedded,579
C003967,Urban,Low,Salaried,32,1,C,Partner-embedded,871
C003968,Urban,High,Salaried,20,1,B,Referral,279
C003969,Urban,Mid,Gig,23,0,A,Digital ads,1307
C003970,Urban,Mid,Salaried,35,0,A,Digital ads,1088
C003971,Rural,Mid,Self-employed,22,1,E,Partner-embedded,612
C003972,Semi-urban,Low,Self-employed,48,0,D,DSA,717
C003973,Urban,Mid,Salaried,34,1,A,Referral,395
C003974,Semi-urban,Mid,Salaried,43,1,D,Partner-embedded,636
C003975,Semi-urban,Mid,Informal,39,0,A,Digital ads,1068
C003976,Semi-urban,Low,Gig,31,1,C,Partner-embedded,669
C003977,Semi-urban,Low,Informal,19,1,C,Partner-embedded,690
C003978,Urban,High,Self-employed,23,1,D,Referral,198
C003979,Urban,Mid,Salaried,41,0,A,Digital ads,1490
C003980,Urban,Mid,Salaried,26,0,B,Digital ads,1578
C003981,Rural,High,Self-employed,32,1,B,Referral,495
C003982,Rural,Low,Gig,38,0,C,Partner-embedded,611
C003983,Rural,Mid,Salaried,30,0,C,Referral,290
C003984,Urban,Mid,Salaried,29,1,D,Partner-embedded,602
C003985,Urban,High,Self-employed,28,0,B,Digital ads,1175
C003986,Semi-urban,Low,Self-employed,41,0,C,Digital ads,1279
C003987,Rural,Mid,Salaried,24,0,D,DSA,1014
C003988,Semi-urban,Low,Self-employed,21,1,B,DSA,1213
C003989,Semi-urban,Mid,Gig,45,0,C,Digital ads,1081
C003990,Urban,Low,Gig,36,0,A,DSA,975
C003991,Urban,Mid,Salaried,32,0,B,Partner-embedded,552
C003992,Urban,High,Informal,32,0,B,Partner-embedded,690
C003993,Semi-urban,High,Self-employed,35,0,A,Digital ads,1263
C003994,Urban,Mid,Salaried,29,1,B,Digital ads,1114
C003995,Urban,Mid,Salaried,31,0,A,Digital ads,1234
C003996,Semi-urban,Mid,Gig,24,0,C,Digital ads,1965
C003997,Semi-urban,Low,Gig,36,0,C,Digital ads,962
C003998,Semi-urban,High,Gig,38,1,B,Referral,299
C003999,Rural,Mid,Salaried,34,1,B,Organic,178
C004000,Urban,High,Self-employed,41,0,A,Partner-embedded,680
C004001,Semi-urban,High,Gig,27,1,D,Digital ads,1223
C004002,Urban,Low,Informal,25,0,A,Referral,340
C004003,Urban,Low,Informal,37,1,E,Partner-embedded,478
C004004,Semi-urban,Mid,Self-employed,38,1,C,DSA,1270
C004005,Semi-urban,High,Self-employed,41,0,C,Partner-embedded,495
C004006,Urban,High,Self-employed,27,0,D,Partner-embedded,698
C004007,Semi-urban,Low,Self-employed,23,0,D,Referral,346
C004008,Urban,Mid,Gig,25,0,A,DSA,1200
C004009,Semi-urban,High,Salaried,38,0,A,Referral,268
C004010,Urban,Mid,Salaried,48,0,C,Digital ads,1233
C004011,Semi-urban,Mid,Self-employed,34,0,D,Digital ads,1118
C004012,Urban,High,Gig,22,1,D,Digital ads,1100
C004013,Semi-urban,Low,Salaried,24,0,C,Organic,157
C004014,Semi-urban,High,Salaried,21,0,B,Organic,157
C004015,Semi-urban,Low,Salaried,29,1,B,Digital ads,1401
C004016,Rural,Low,Gig,29,0,B,Digital ads,1187
C004017,Semi-urban,Mid,Self-employed,21,0,C,Digital ads,791
C004018,Urban,Mid,Self-employed,31,1,C,Organic,254
C004019,Urban,Mid,Self-employed,29,0,C,Partner-embedded,788
C004020,Urban,High,Self-employed,24,0,B,Partner-embedded,754
C004021,Rural,High,Salaried,24,1,B,Digital ads,1212
C004022,Urban,Low,Salaried,39,0,D,Partner-embedded,533
C004023,Urban,Mid,Informal,32,1,B,Organic,172
C004024,Rural,Mid,Informal,31,0,C,Organic,121
C004025,Semi-urban,Mid,Informal,39,1,B,Digital ads,880
C004026,Semi-urban,Low,Salaried,28,0,C,Referral,265
C004027,Urban,High,Salaried,46,0,B,Partner-embedded,670
C004028,Semi-urban,High,Salaried,38,1,B,Digital ads,1904
C004029,Semi-urban,Low,Gig,22,0,C,Digital ads,1431
C004030,Semi-urban,Low,Self-employed,20,1,D,Digital ads,1374
C004031,Rural,High,Gig,37,0,B,Digital ads,1624
C004032,Semi-urban,Low,Gig,33,1,D,Partner-embedded,609
C004033,Urban,Mid,Salaried,47,0,A,Organic,136
C004034,Rural,Low,Salaried,46,0,D,Partner-embedded,556
C004035,Urban,Mid,Gig,21,1,B,Partner-embedded,627
C004036,Urban,Mid,Salaried,35,1,B,Digital ads,1574
C004037,Semi-urban,Mid,Salaried,46,0,B,Referral,259
C004038,Urban,Mid,Salaried,36,0,A,Referral,374
C004039,Rural,High,Salaried,28,1,A,Digital ads,1100
C004040,Rural,Low,Salaried,28,1,C,Partner-embedded,747
C004041,Semi-urban,Low,Self-employed,34,1,C,Digital ads,1020
C004042,Semi-urban,Mid,Informal,32,1,B,DSA,858
C004043,Urban,Mid,Salaried,21,0,E,Digital ads,913
C004044,Urban,Mid,Self-employed,27,1,D,Partner-embedded,660
C004045,Urban,Mid,Gig,38,0,C,Digital ads,1180
C004046,Urban,High,Salaried,26,0,A,Organic,156
C004047,Urban,Mid,Self-employed,25,0,D,DSA,937
C004048,Semi-urban,Low,Self-employed,46,1,C,DSA,686
C004049,Semi-urban,Low,Gig,23,0,C,Digital ads,1501
C004050,Rural,Mid,Self-employed,29,1,D,Digital ads,1297
C004051,Semi-urban,Mid,Self-employed,49,0,C,Partner-embedded,580
C004052,Rural,Low,Salaried,40,0,B,Referral,333
C004053,Rural,Mid,Self-employed,24,0,C,Partner-embedded,704
C004054,Semi-urban,Low,Salaried,23,1,A,Digital ads,708
C004055,Urban,Low,Salaried,26,0,B,Digital ads,1273
C004056,Semi-urban,Low,Salaried,32,0,B,Digital ads,1412
C004057,Urban,Mid,Self-employed,26,0,A,Digital ads,1154
C004058,Semi-urban,Mid,Informal,26,0,B,Referral,309
C004059,Rural,Low,Informal,40,1,E,Referral,341
C004060,Urban,Mid,Gig,30,0,D,Digital ads,1292
C004061,Semi-urban,Mid,Gig,35,0,D,Digital ads,1052
C004062,Urban,Mid,Salaried,30,0,A,Partner-embedded,502
C004063,Rural,Mid,Salaried,33,0,B,Partner-embedded,573
C004064,Urban,Low,Self-employed,41,0,C,Partner-embedded,684
C004065,Rural,High,Salaried,59,0,D,Partner-embedded,607
C004066,Urban,Mid,Salaried,29,1,C,Digital ads,1404
C004067,Semi-urban,Low,Gig,35,1,D,Digital ads,1717
C004068,Semi-urban,Mid,Informal,30,1,D,Referral,252
C004069,Urban,Mid,Salaried,39,1,B,Referral,485
C004070,Rural,Low,Gig,47,1,E,Organic,157
C004071,Urban,High,Self-employed,34,0,A,Partner-embedded,870
C004072,Urban,Mid,Salaried,22,0,B,Digital ads,991
C004073,Urban,Mid,Salaried,42,1,A,DSA,844
C004074,Urban,Mid,Self-employed,42,1,C,Organic,139
C004075,Urban,High,Salaried,21,1,B,Referral,245
C004076,Urban,Mid,Salaried,45,0,D,Organic,201
C004077,Rural,High,Self-employed,24,0,B,Partner-embedded,507
C004078,Semi-urban,High,Gig,41,1,C,Digital ads,1011
C004079,Urban,Low,Gig,29,0,B,Partner-embedded,487
C004080,Urban,Mid,Gig,30,0,B,Digital ads,1281
C004081,Urban,Mid,Self-employed,26,1,B,Digital ads,1075
C004082,Semi-urban,Low,Self-employed,31,1,D,Digital ads,1544
C004083,Urban,Mid,Salaried,19,1,B,Partner-embedded,638
C004084,Rural,High,Salaried,43,0,C,Partner-embedded,729
C004085,Rural,Mid,Informal,30,0,D,Partner-embedded,558
C004086,Urban,Low,Self-employed,27,0,E,Digital ads,864
C004087,Semi-urban,Low,Salaried,35,0,C,DSA,1089
C004088,Urban,Low,Salaried,35,0,C,DSA,875
C004089,Semi-urban,High,Self-employed,26,0,C,Digital ads,1141
C004090,Semi-urban,Low,Gig,32,1,D,Organic,123
C004091,Urban,Mid,Informal,26,0,C,Digital ads,1387
C004092,Semi-urban,Mid,Salaried,28,1,C,Digital ads,1474
C004093,Urban,Low,Gig,20,1,C,Referral,361
C004094,Urban,Mid,Salaried,40,0,B,Organic,169
C004095,Semi-urban,Mid,Informal,29,1,E,Digital ads,885
C004096,Urban,Low,Salaried,40,0,E,Digital ads,1171
C004097,Semi-urban,Mid,Self-employed,38,0,C,Organic,176
C004098,Semi-urban,Mid,Gig,52,1,A,Digital ads,995
C004099,Urban,High,Informal,37,0,E,Partner-embedded,495
C004100,Rural,High,Informal,55,0,D,Partner-embedded,752
C004101,Semi-urban,Low,Salaried,40,0,A,Partner-embedded,745
C004102,Urban,Mid,Gig,34,0,D,Partner-embedded,652
C004103,Urban,Mid,Gig,65,0,C,Digital ads,905
C004104,Urban,Low,Salaried,35,0,A,Partner-embedded,655
C004105,Urban,High,Salaried,28,1,D,Partner-embedded,798
C004106,Urban,Mid,Informal,25,0,C,Partner-embedded,440
C004107,Semi-urban,Mid,Informal,23,0,D,Referral,266
C004108,Semi-urban,Low,Salaried,21,1,C,Digital ads,1480
C004109,Urban,High,Informal,38,0,A,DSA,884
C004110,Rural,High,Self-employed,25,0,A,Organic,152
C004111,Urban,Low,Salaried,28,1,A,Digital ads,1253
C004112,Rural,Mid,Self-employed,32,0,B,Digital ads,1079
C004113,Rural,Mid,Self-employed,31,0,B,Organic,167
C004114,Semi-urban,High,Gig,22,0,B,Partner-embedded,770
C004115,Semi-urban,Mid,Salaried,25,0,B,Organic,160
C004116,Urban,Mid,Gig,29,0,B,Digital ads,1028
C004117,Urban,Low,Informal,32,0,A,Digital ads,1131
C004118,Urban,Low,Salaried,23,0,B,Organic,117
C004119,Urban,Mid,Self-employed,25,0,A,Organic,155
C004120,Semi-urban,Low,Self-employed,25,0,B,DSA,845
C004121,Urban,Low,Salaried,38,0,B,DSA,927
C004122,Semi-urban,High,Self-employed,30,0,C,Partner-embedded,728
C004123,Urban,High,Self-employed,20,0,C,Partner-embedded,685
C004124,Urban,Low,Salaried,39,0,A,DSA,1430
C004125,Rural,Mid,Self-employed,36,1,B,Digital ads,1011
C004126,Semi-urban,Low,Salaried,36,1,A,Digital ads,1016
C004127,Urban,Mid,Gig,30,0,A,Digital ads,1137
C004128,Urban,Mid,Salaried,26,0,A,Organic,133
C004129,Semi-urban,Low,Self-employed,29,0,A,Partner-embedded,545
C004130,Urban,Mid,Informal,42,1,C,Digital ads,1923
C004131,Urban,High,Salaried,35,0,C,Referral,271
C004132,Urban,Low,Salaried,23,1,E,Referral,258
C004133,Semi-urban,Low,Salaried,27,0,D,Digital ads,1056
C004134,Rural,Mid,Gig,41,1,D,Digital ads,1320
C004135,Semi-urban,Mid,Gig,31,1,C,Digital ads,1090
C004136,Rural,High,Gig,29,0,C,Partner-embedded,587
C004137,Rural,Low,Self-employed,40,0,B,Partner-embedded,595
C004138,Urban,Low,Self-employed,36,0,B,Digital ads,1123
C004139,Semi-urban,Mid,Gig,23,0,C,Digital ads,929
C004140,Urban,Mid,Salaried,22,1,B,Digital ads,1320
